year;month;day;hour;NO2;NO;NOx;O3;PM10;PM25;
2005;1;4;8;57.0000;139.000;270.133;4.00000;-999;-999;
2005;1;4;9;62.0000;152.000;295.067;4.00000;-999;-999;
2005;1;4;10;73.0000;198.000;376.600;5.00000;-999;-999;
2005;1;4;11;70.0000;160.000;315.333;7.00000;-999;-999;
2005;1;4;12;63.0000;96.0000;210.200;9.00000;-999;-999;
2005;1;4;13;69.0000;90.0000;207.000;11.0000;-999;-999;
2005;1;4;14;65.0000;53.0000;146.267;17.0000;-999;-999;
2005;1;4;15;57.0000;25.0000;95.3333;29.0000;-999;-999;
2005;1;4;16;63.0000;22.0000;96.7333;24.0000;-999;-999;
2005;1;4;17;84.0000;42.0000;148.400;7.00000;-999;-999;
2005;1;4;18;95.0000;97.0000;243.733;4.00000;-999;-999;
2005;1;4;19;101.000;186.000;386.200;5.00000;-999;-999;
2005;1;4;20;102.000;183.000;382.600;5.00000;-999;-999;
2005;1;4;21;94.0000;165.000;347.000;4.00000;-999;-999;
2005;1;4;22;88.0000;163.000;337.933;4.00000;-999;-999;
2005;1;4;23;94.0000;198.000;397.600;4.00000;-999;-999;
2005;1;4;24;109.000;301.000;570.533;6.00000;-999;-999;
2005;1;5;1;79.0000;165.000;332.000;5.00000;-999;-999;
2005;1;5;2;66.0000;128.000;262.267;5.00000;-999;-999;
2005;1;5;3;64.0000;129.000;261.800;4.00000;-999;-999;
2005;1;5;4;61.0000;136.000;269.533;4.00000;-999;-999;
2005;1;5;5;64.0000;145.000;286.333;4.00000;-999;-999;
2005;1;5;6;62.0000;167.000;318.067;4.00000;-999;-999;
2005;1;5;7;69.0000;206.000;384.867;4.00000;-999;-999;
2005;1;5;8;76.0000;245.000;451.667;4.00000;-999;-999;
2005;1;5;9;84.0000;273.000;502.600;5.00000;-999;-999;
2005;1;5;10;137.000;474.000;863.800;6.00000;-999;-999;
2005;1;5;11;125.000;399.000;736.800;5.00000;-999;-999;
2005;1;5;12;121.000;289.000;564.133;5.00000;-999;-999;
2005;1;5;13;131.000;283.000;564.933;5.00000;-999;-999;
2005;1;5;14;152.000;267.000;561.400;5.00000;-999;-999;
2005;1;5;15;175.000;278.000;601.267;5.00000;-999;-999;
2005;1;5;16;179.000;315.000;662.000;5.00000;-999;-999;
2005;1;5;17;181.000;353.000;722.267;5.00000;-999;-999;
2005;1;5;18;144.000;282.000;576.400;4.00000;-999;-999;
2005;1;5;19;159.000;419.000;801.467;5.00000;-999;-999;
2005;1;5;20;176.000;499.000;941.133;6.00000;-999;-999;
2005;1;5;21;175.000;593.000;1084.27;6.00000;-999;-999;
2005;1;5;22;170.000;559.000;1027.13;6.00000;-999;-999;
2005;1;5;23;166.000;547.000;1004.73;5.00000;-999;-999;
2005;1;5;24;139.000;370.000;706.333;4.00000;-999;-999;
2005;1;6;1;127.000;401.000;741.867;5.00000;-999;-999;
2005;1;6;2;103.000;288.000;544.600;4.00000;-999;-999;
2005;1;6;3;86.0000;237.000;449.400;4.00000;-999;-999;
2005;1;6;4;86.0000;239.000;452.467;4.00000;-999;-999;
2005;1;6;5;88.0000;261.000;488.200;4.00000;-999;-999;
2005;1;6;6;60.0000;183.000;340.600;4.00000;-999;-999;
2005;1;6;7;46.0000;129.000;243.800;4.00000;-999;-999;
2005;1;6;8;54.0000;128.000;250.267;4.00000;-999;-999;
2005;1;6;9;76.0000;205.000;390.333;4.00000;-999;-999;
2005;1;6;10;95.0000;267.000;504.400;4.00000;-999;-999;
2005;1;6;11;98.0000;225.000;443.000;5.00000;-999;-999;
2005;1;6;12;129.000;227.000;477.067;7.00000;-999;-999;
2005;1;6;13;132.000;171.000;394.200;7.00000;-999;-999;
2005;1;6;14;131.000;129.000;328.800;8.00000;-999;-999;
2005;1;6;15;121.000;88.0000;255.933;9.00000;-999;-999;
2005;1;6;16;125.000;91.0000;264.533;6.00000;-999;-999;
2005;1;6;17;113.000;78.0000;232.600;3.00000;-999;-999;
2005;1;6;18;105.000;100.000;258.333;2.00000;-999;-999;
2005;1;6;19;102.000;131.000;302.867;3.00000;-999;-999;
2005;1;6;20;106.000;183.000;386.600;4.00000;-999;-999;
2005;1;6;21;99.0000;150.000;329.000;4.00000;-999;-999;
2005;1;6;22;97.0000;163.000;346.933;4.00000;-999;-999;
2005;1;6;23;86.0000;136.000;294.533;4.00000;-999;-999;
2005;1;6;24;89.0000;189.000;378.800;4.00000;-999;-999;
2005;1;7;1;70.0000;104.000;229.467;4.00000;-999;-999;
2005;1;7;2;58.0000;73.0000;169.933;3.00000;-999;-999;
2005;1;7;3;67.0000;92.0000;208.067;3.00000;-999;-999;
2005;1;7;4;67.0000;70.0000;174.333;3.00000;-999;-999;
2005;1;7;5;65.0000;47.0000;137.067;2.00000;-999;-999;
2005;1;7;6;64.0000;56.0000;149.867;2.00000;-999;-999;
2005;1;7;7;67.0000;74.0000;180.467;2.00000;-999;-999;
2005;1;7;8;73.0000;99.0000;224.800;2.00000;-999;-999;
2005;1;7;9;80.0000;130.000;279.333;3.00000;-999;-999;
2005;1;7;10;85.0000;165.000;338.000;3.00000;-999;-999;
2005;1;7;11;94.0000;205.000;408.333;3.00000;-999;-999;
2005;1;7;12;91.0000;203.000;402.267;4.00000;-999;-999;
2005;1;7;13;92.0000;198.000;395.600;4.00000;-999;-999;
2005;1;7;14;95.0000;159.000;338.800;6.00000;-999;-999;
2005;1;7;15;93.0000;124.000;283.133;6.00000;-999;-999;
2005;1;7;16;-999;-999;-999;-999;-999;-999;
2005;1;7;17;-999;-999;-999;-999;-999;-999;
2005;1;7;18;-999;-999;-999;-999;-999;-999;
2005;1;7;19;-999;-999;-999;-999;-999;-999;
2005;1;7;20;-999;-999;-999;-999;-999;-999;
2005;1;7;21;-999;-999;-999;-999;-999;-999;
2005;1;7;22;-999;-999;-999;-999;-999;-999;
2005;1;7;23;-999;-999;-999;-999;-999;-999;
2005;1;7;24;-999;-999;-999;-999;-999;-999;
2005;1;8;1;-999;-999;-999;-999;-999;-999;
2005;1;8;2;-999;-999;-999;-999;-999;-999;
2005;1;8;3;-999;-999;-999;-999;-999;-999;
2005;1;8;4;-999;-999;-999;-999;-999;-999;
2005;1;8;5;-999;-999;-999;-999;-999;-999;
2005;1;8;6;-999;-999;-999;-999;-999;-999;
2005;1;8;7;-999;-999;-999;-999;-999;-999;
2005;1;8;8;-999;-999;-999;-999;-999;-999;
2005;1;8;9;-999;-999;-999;-999;-999;-999;
2005;1;8;10;-999;-999;-999;-999;-999;-999;
2005;1;8;11;-999;-999;-999;-999;-999;-999;
2005;1;8;12;-999;-999;-999;-999;-999;-999;
2005;1;8;13;-999;-999;-999;-999;-999;-999;
2005;1;8;14;-999;-999;-999;-999;-999;-999;
2005;1;8;15;-999;-999;-999;-999;-999;-999;
2005;1;8;16;-999;-999;-999;-999;-999;-999;
2005;1;8;17;-999;-999;-999;-999;-999;-999;
2005;1;8;18;-999;-999;-999;-999;-999;-999;
2005;1;8;19;-999;-999;-999;-999;-999;-999;
2005;1;8;20;-999;-999;-999;-999;-999;-999;
2005;1;8;21;-999;-999;-999;-999;-999;-999;
2005;1;8;22;-999;-999;-999;-999;-999;-999;
2005;1;8;23;-999;-999;-999;-999;-999;-999;
2005;1;8;24;-999;-999;-999;-999;-999;-999;
2005;1;9;1;-999;-999;-999;-999;-999;-999;
2005;1;9;2;-999;-999;-999;-999;-999;-999;
2005;1;9;3;-999;-999;-999;-999;-999;-999;
2005;1;9;4;-999;-999;-999;-999;-999;-999;
2005;1;9;5;-999;-999;-999;-999;-999;-999;
2005;1;9;6;-999;-999;-999;-999;-999;-999;
2005;1;9;7;-999;-999;-999;-999;-999;-999;
2005;1;9;8;-999;-999;-999;-999;-999;-999;
2005;1;9;9;-999;-999;-999;-999;-999;-999;
2005;1;9;10;-999;-999;-999;-999;-999;-999;
2005;1;9;11;-999;-999;-999;-999;-999;-999;
2005;1;9;12;-999;-999;-999;-999;-999;-999;
2005;1;9;13;-999;-999;-999;-999;-999;-999;
2005;1;9;14;-999;-999;-999;-999;-999;-999;
2005;1;9;15;-999;-999;-999;-999;-999;-999;
2005;1;9;16;-999;-999;-999;-999;-999;-999;
2005;1;9;17;-999;-999;-999;-999;-999;-999;
2005;1;9;18;-999;-999;-999;-999;-999;-999;
2005;1;9;19;-999;-999;-999;-999;-999;-999;
2005;1;9;20;-999;-999;-999;-999;-999;-999;
2005;1;9;21;-999;-999;-999;-999;-999;-999;
2005;1;9;22;-999;-999;-999;-999;-999;-999;
2005;1;9;23;-999;-999;-999;-999;-999;-999;
2005;1;9;24;-999;-999;-999;-999;-999;-999;
2005;1;10;1;-999;-999;-999;-999;-999;-999;
2005;1;10;2;-999;-999;-999;-999;-999;-999;
2005;1;10;3;-999;-999;-999;-999;-999;-999;
2005;1;10;4;-999;-999;-999;-999;-999;-999;
2005;1;10;5;-999;-999;-999;-999;-999;-999;
2005;1;10;6;-999;-999;-999;-999;-999;-999;
2005;1;10;7;-999;-999;-999;-999;-999;-999;
2005;1;10;8;-999;-999;-999;-999;-999;-999;
2005;1;10;9;-999;-999;-999;-999;-999;-999;
2005;1;10;10;-999;-999;-999;-999;-999;-999;
2005;1;10;11;-999;-999;-999;-999;-999;-999;
2005;1;10;12;76.0000;113.000;249.267;-999;-999;-999;
2005;1;10;13;74.0000;135.000;281.000;7.00000;-999;-999;
2005;1;10;14;44.0000;38.0000;102.267;17.0000;-999;-999;
2005;1;10;15;47.0000;34.0000;99.1333;17.0000;-999;-999;
2005;1;10;16;50.0000;25.0000;88.3333;16.0000;-999;-999;
2005;1;10;17;60.0000;34.0000;112.133;7.00000;-999;-999;
2005;1;10;18;69.0000;84.0000;197.800;4.00000;-999;-999;
2005;1;10;19;79.0000;144.000;299.800;4.00000;-999;-999;
2005;1;10;20;102.000;337.000;618.733;5.00000;-999;-999;
2005;1;10;21;124.000;481.000;861.533;5.00000;-999;-999;
2005;1;10;22;115.000;385.000;705.333;5.00000;-999;-999;
2005;1;10;23;126.000;461.000;832.867;6.00000;-999;-999;
2005;1;10;24;110.000;362.000;665.067;6.00000;-999;-999;
2005;1;11;1;99.0000;347.000;631.067;6.00000;-999;-999;
2005;1;11;2;82.0000;328.000;584.933;6.00000;-999;-999;
2005;1;11;3;68.0000;248.000;448.267;5.00000;-999;-999;
2005;1;11;4;53.0000;148.000;279.933;4.00000;-999;-999;
2005;1;11;5;40.0000;87.0000;173.400;4.00000;-999;-999;
2005;1;11;6;38.0000;80.0000;160.667;4.00000;-999;-999;
2005;1;11;7;37.0000;98.0000;187.267;4.00000;-999;-999;
2005;1;11;8;43.0000;138.000;254.600;4.00000;-999;-999;
2005;1;11;9;53.0000;182.000;332.067;4.00000;-999;-999;
2005;1;11;10;67.0000;255.000;458.000;4.00000;-999;-999;
2005;1;11;11;92.0000;277.000;516.733;5.00000;-999;-999;
2005;1;11;12;127.000;353.000;668.267;6.00000;-999;-999;
2005;1;11;13;99.0000;193.000;394.933;6.00000;-999;-999;
2005;1;11;14;84.0000;125.000;275.667;7.00000;-999;-999;
2005;1;11;15;79.0000;87.0000;212.400;7.00000;-999;-999;
2005;1;11;16;66.0000;25.0000;104.333;15.0000;-999;-999;
2005;1;11;17;75.0000;30.0000;121.000;8.00000;-999;-999;
2005;1;11;18;83.0000;72.0000;193.400;3.00000;-999;-999;
2005;1;11;19;101.000;223.000;442.933;4.00000;-999;-999;
2005;1;11;20;118.000;335.000;631.667;5.00000;-999;-999;
2005;1;11;21;141.000;504.000;913.800;6.00000;-999;-999;
2005;1;11;22;134.000;441.000;810.200;6.00000;-999;-999;
2005;1;11;23;126.000;401.000;740.867;6.00000;-999;-999;
2005;1;11;24;113.000;368.000;677.267;6.00000;-999;-999;
2005;1;12;1;115.000;380.000;697.667;5.00000;-999;-999;
2005;1;12;2;93.0000;367.000;655.733;6.00000;-999;-999;
2005;1;12;3;68.0000;209.000;388.467;5.00000;-999;-999;
2005;1;12;4;55.0000;132.000;257.400;4.00000;-999;-999;
2005;1;12;5;50.0000;83.0000;177.267;4.00000;-999;-999;
2005;1;12;6;43.0000;81.0000;167.200;4.00000;-999;-999;
2005;1;12;7;41.0000;118.000;221.933;4.00000;-999;-999;
2005;1;12;8;46.0000;180.000;322.000;4.00000;-999;-999;
2005;1;12;9;64.0000;271.000;479.533;4.00000;-999;-999;
2005;1;12;10;66.0000;248.000;446.267;5.00000;-999;-999;
2005;1;12;11;67.0000;202.000;376.733;5.00000;-999;-999;
2005;1;12;12;71.0000;160.000;316.333;5.00000;-999;-999;
2005;1;12;13;76.0000;155.000;313.667;6.00000;-999;-999;
2005;1;12;14;69.0000;78.0000;188.600;10.0000;-999;-999;
2005;1;12;15;61.0000;31.0000;108.533;18.0000;-999;-999;
2005;1;12;16;73.0000;28.0000;115.933;12.0000;-999;-999;
2005;1;12;17;83.0000;31.0000;130.533;6.00000;-999;-999;
2005;1;12;18;87.0000;52.0000;166.733;3.00000;-999;-999;
2005;1;12;19;100.000;146.000;323.867;4.00000;-999;-999;
2005;1;12;20;102.000;181.000;379.533;4.00000;-999;-999;
2005;1;12;21;92.0000;151.000;323.533;5.00000;-999;-999;
2005;1;12;22;103.000;247.000;481.733;6.00000;-999;-999;
2005;1;12;23;95.0000;221.000;433.867;5.00000;-999;-999;
2005;1;12;24;79.0000;146.000;302.867;4.00000;-999;-999;
2005;1;13;1;75.0000;162.000;323.400;4.00000;-999;-999;
2005;1;13;2;79.0000;231.000;433.200;5.00000;-999;-999;
2005;1;13;3;65.0000;201.000;373.200;4.00000;-999;-999;
2005;1;13;4;50.0000;111.000;220.200;4.00000;-999;-999;
2005;1;13;5;48.0000;89.0000;184.467;4.00000;-999;-999;
2005;1;13;6;44.0000;80.0000;166.667;3.00000;-999;-999;
2005;1;13;7;45.0000;104.000;204.467;4.00000;-999;-999;
2005;1;13;8;49.0000;138.000;260.600;3.00000;-999;-999;
2005;1;13;9;64.0000;217.000;396.733;4.00000;-999;-999;
2005;1;13;10;79.0000;311.000;555.867;5.00000;-999;-999;
2005;1;13;11;104.000;267.000;513.400;5.00000;-999;-999;
2005;1;13;12;74.0000;135.000;281.000;6.00000;-999;-999;
2005;1;13;13;67.0000;74.0000;180.467;9.00000;-999;-999;
2005;1;13;14;60.0000;40.0000;121.333;17.0000;-999;-999;
2005;1;13;15;63.0000;26.0000;102.867;22.0000;-999;-999;
2005;1;13;16;64.0000;15.0000;87.0000;22.0000;-999;-999;
2005;1;13;17;75.0000;12.0000;93.4000;12.0000;-999;-999;
2005;1;13;18;89.0000;39.0000;148.800;5.00000;-999;-999;
2005;1;13;19;108.000;164.000;359.467;4.00000;-999;-999;
2005;1;13;20;133.000;351.000;671.200;4.00000;-999;-999;
2005;1;13;21;136.000;377.000;714.067;5.00000;-999;-999;
2005;1;13;22;118.000;291.000;564.200;5.00000;-999;-999;
2005;1;13;23;104.000;251.000;488.867;4.00000;-999;-999;
2005;1;13;24;93.0000;202.000;402.733;4.00000;-999;-999;
2005;1;14;1;87.0000;209.000;407.467;4.00000;-999;-999;
2005;1;14;2;82.0000;234.000;440.800;4.00000;-999;-999;
2005;1;14;3;67.0000;182.000;346.067;4.00000;-999;-999;
2005;1;14;4;56.0000;115.000;232.333;4.00000;-999;-999;
2005;1;14;5;51.0000;103.000;208.933;4.00000;-999;-999;
2005;1;14;6;50.0000;112.000;221.733;3.00000;-999;-999;
2005;1;14;7;57.0000;146.000;280.867;4.00000;-999;-999;
2005;1;14;8;74.0000;277.000;498.733;4.00000;-999;-999;
2005;1;14;9;99.0000;412.000;730.733;5.00000;-999;-999;
2005;1;14;10;91.0000;323.000;586.267;4.00000;-999;-999;
2005;1;14;11;121.000;330.000;627.000;5.00000;-999;-999;
2005;1;14;12;142.000;280.000;571.333;6.00000;-999;-999;
2005;1;14;13;125.000;184.000;407.133;7.00000;-999;-999;
2005;1;14;14;133.000;185.000;416.667;7.00000;-999;-999;
2005;1;14;15;135.000;162.000;383.400;6.00000;-999;-999;
2005;1;14;16;133.000;132.000;335.400;5.00000;-999;-999;
2005;1;14;17;140.000;156.000;379.200;5.00000;-999;-999;
2005;1;14;18;155.000;321.000;647.200;4.00000;-999;-999;
2005;1;14;19;128.000;334.000;640.133;5.00000;-999;-999;
2005;1;14;20;92.0000;218.000;426.267;4.00000;-999;-999;
2005;1;14;21;86.0000;167.000;342.067;3.00000;-999;-999;
2005;1;14;22;89.0000;125.000;280.667;3.00000;-999;-999;
2005;1;14;23;94.0000;116.000;271.867;2.00000;-999;-999;
2005;1;14;24;101.000;108.000;266.600;3.00000;-999;-999;
2005;1;15;1;96.0000;108.000;261.600;3.00000;-999;-999;
2005;1;15;2;72.0000;68.0000;176.267;3.00000;-999;-999;
2005;1;15;3;74.0000;52.0000;153.733;3.00000;-999;-999;
2005;1;15;4;73.0000;49.0000;148.133;3.00000;-999;-999;
2005;1;15;5;69.0000;44.0000;136.467;3.00000;-999;-999;
2005;1;15;6;68.0000;41.0000;130.867;3.00000;-999;-999;
2005;1;15;7;65.0000;44.0000;132.467;3.00000;-999;-999;
2005;1;15;8;68.0000;60.0000;160.000;4.00000;-999;-999;
2005;1;15;9;67.0000;74.0000;180.467;4.00000;-999;-999;
2005;1;15;10;65.0000;75.0000;180.000;4.00000;-999;-999;
2005;1;15;11;67.0000;94.0000;211.133;5.00000;-999;-999;
2005;1;15;12;64.0000;91.0000;203.533;6.00000;-999;-999;
2005;1;15;13;68.0000;97.0000;216.733;7.00000;-999;-999;
2005;1;15;14;82.0000;112.000;253.733;8.00000;-999;-999;
2005;1;15;15;91.0000;116.000;268.867;7.00000;-999;-999;
2005;1;15;16;83.0000;107.000;247.067;6.00000;-999;-999;
2005;1;15;17;75.0000;101.000;229.867;5.00000;-999;-999;
2005;1;15;18;86.0000;99.0000;237.800;4.00000;-999;-999;
2005;1;15;19;89.0000;91.0000;228.533;4.00000;-999;-999;
2005;1;15;20;85.0000;104.000;244.467;4.00000;-999;-999;
2005;1;15;21;94.0000;144.000;314.800;4.00000;-999;-999;
2005;1;15;22;96.0000;169.000;355.133;4.00000;-999;-999;
2005;1;15;23;90.0000;148.000;316.933;4.00000;-999;-999;
2005;1;15;24;76.0000;106.000;238.533;4.00000;-999;-999;
2005;1;16;1;64.0000;47.0000;136.067;3.00000;-999;-999;
2005;1;16;2;65.0000;20.0000;95.6667;3.00000;-999;-999;
2005;1;16;3;65.0000;24.0000;101.800;3.00000;-999;-999;
2005;1;16;4;63.0000;28.0000;105.933;3.00000;-999;-999;
2005;1;16;5;62.0000;17.0000;88.0667;3.00000;-999;-999;
2005;1;16;6;65.0000;22.0000;98.7333;3.00000;-999;-999;
2005;1;16;7;64.0000;28.0000;106.933;4.00000;-999;-999;
2005;1;16;8;63.0000;40.0000;124.333;3.00000;-999;-999;
2005;1;16;9;64.0000;40.0000;125.333;4.00000;-999;-999;
2005;1;16;10;65.0000;50.0000;141.667;4.00000;-999;-999;
2005;1;16;11;69.0000;67.0000;171.733;5.00000;-999;-999;
2005;1;16;12;73.0000;78.0000;192.600;5.00000;-999;-999;
2005;1;16;13;72.0000;78.0000;191.600;5.00000;-999;-999;
2005;1;16;14;73.0000;82.0000;198.733;5.00000;-999;-999;
2005;1;16;15;76.0000;88.0000;210.933;5.00000;-999;-999;
2005;1;16;16;79.0000;92.0000;220.067;4.00000;-999;-999;
2005;1;16;17;77.0000;95.0000;222.667;4.00000;-999;-999;
2005;1;16;18;77.0000;101.000;231.867;4.00000;-999;-999;
2005;1;16;19;74.0000;102.000;230.400;4.00000;-999;-999;
2005;1;16;20;68.0000;85.0000;198.333;4.00000;-999;-999;
2005;1;16;21;65.0000;75.0000;180.000;4.00000;-999;-999;
2005;1;16;22;64.0000;72.0000;174.400;4.00000;-999;-999;
2005;1;16;23;59.0000;46.0000;129.533;4.00000;-999;-999;
2005;1;16;24;56.0000;42.0000;120.400;4.00000;-999;-999;
2005;1;17;1;55.0000;26.0000;94.8667;3.00000;-999;-999;
2005;1;17;2;55.0000;15.0000;78.0000;4.00000;-999;-999;
2005;1;17;3;55.0000;11.0000;71.8667;5.00000;-999;-999;
2005;1;17;4;55.0000;7.00000;65.7333;4.00000;-999;-999;
2005;1;17;5;49.0000;1.00000;50.5333;7.00000;-999;-999;
2005;1;17;6;47.0000;1.00000;48.5333;9.00000;-999;-999;
2005;1;17;7;53.0000;8.00000;65.2667;4.00000;-999;-999;
2005;1;17;8;56.0000;29.0000;100.467;4.00000;-999;-999;
2005;1;17;9;58.0000;37.0000;114.733;6.00000;-999;-999;
2005;1;17;10;63.0000;45.0000;132.000;6.00000;-999;-999;
2005;1;17;11;50.0000;18.0000;77.6000;16.0000;-999;-999;
2005;1;17;12;45.0000;11.0000;61.8667;19.0000;-999;-999;
2005;1;17;13;44.0000;9.00000;57.8000;22.0000;-999;-999;
2005;1;17;14;51.0000;18.0000;78.6000;19.0000;-999;-999;
2005;1;17;15;53.0000;16.0000;77.5333;17.0000;-999;-999;
2005;1;17;16;58.0000;18.0000;85.6000;13.0000;-999;-999;
2005;1;17;17;65.0000;22.0000;98.7333;7.00000;-999;-999;
2005;1;17;18;72.0000;27.0000;113.400;3.00000;-999;-999;
2005;1;17;19;71.0000;25.0000;109.333;3.00000;-999;-999;
2005;1;17;20;69.0000;44.0000;136.467;3.00000;-999;-999;
2005;1;17;21;70.0000;43.0000;135.933;3.00000;-999;-999;
2005;1;17;22;64.0000;28.0000;106.933;3.00000;-999;-999;
2005;1;17;23;65.0000;28.0000;107.933;3.00000;-999;-999;
2005;1;17;24;61.0000;17.0000;87.0667;3.00000;-999;-999;
2005;1;18;1;45.0000;2.00000;48.0667;9.00000;-999;-999;
2005;1;18;2;51.0000;10.0000;66.3333;5.00000;-999;-999;
2005;1;18;3;50.0000;8.00000;62.2667;5.00000;-999;-999;
2005;1;18;4;55.0000;24.0000;91.8000;3.00000;-999;-999;
2005;1;18;5;47.0000;6.00000;56.2000;5.00000;-999;-999;
2005;1;18;6;52.0000;19.0000;81.1333;3.00000;-999;-999;
2005;1;18;7;56.0000;56.0000;141.867;3.00000;-999;-999;
2005;1;18;8;63.0000;84.0000;191.800;3.00000;-999;-999;
2005;1;18;9;66.0000;89.0000;202.467;4.00000;-999;-999;
