year;month;day;hour;NO2;NO;NOx;O3;TEMP;WS;WD;
2005;1;1;1;28.0000;1.00000;29.0000;17.0000;-2.7;0.30;-999;
2005;1;1;2;21.0000;0.000000;21.0000;27.0000;0.01;0.40;-999;
2005;1;1;3;16.0000;0.000000;16.0000;29.0000;1.31;1.50;357.;
2005;1;1;4;22.0000;3.00000;26.0000;24.0000;1.81;0.90;-999;
2005;1;1;5;27.0000;1.00000;29.0000;17.0000;1.31;0.60;-999;
2005;1;1;6;14.0000;0.000000;14.0000;24.0000;0.71;0.40;-999;
2005;1;1;7;21.0000;2.00000;23.0000;22.0000;0.80;0.20;-999;
2005;1;1;8;32.0000;4.00000;38.0000;16.0000;0.01;0.20;-999;
2005;1;1;9;32.0000;6.00000;41.0000;16.0000;-0.3;0.20;-999;
2005;1;1;10;37.0000;10.0000;52.0000;16.0000;0.61;0.20;-999;
2005;1;1;11;24.0000;4.00000;31.0000;33.0000;4.41;0.40;-999;
2005;1;1;12;18.0000;0.000000;18.0000;43.0000;6.81;2.00;47.0;
2005;1;1;13;31.0000;2.00000;34.0000;39.0000;8.31;1.60;77.0;
2005;1;1;14;26.0000;0.000000;26.0000;46.0000;9.11;1.10;164.;
2005;1;1;15;25.0000;0.000000;25.0000;46.0000;9.41;1.50;171.;
2005;1;1;16;39.0000;1.00000;40.0000;32.0000;9.61;1.20;179.;
2005;1;1;17;58.0000;7.00000;69.0000;13.0000;9.41;0.80;207.;
2005;1;1;18;58.0000;6.00000;68.0000;9.00000;5.71;0.30;-999;
2005;1;1;19;60.0000;19.0000;89.0000;8.00000;3.21;0.20;-999;
2005;1;1;20;54.0000;18.0000;81.0000;8.00000;1.81;0.00;-999;
2005;1;1;21;47.0000;10.0000;63.0000;11.0000;1.21;0.20;-999;
2005;1;1;22;38.0000;6.00000;47.0000;14.0000;1.51;0.50;-999;
2005;1;1;23;28.0000;2.00000;31.0000;17.0000;0.91;0.20;-999;
2005;1;1;24;18.0000;0.000000;18.0000;23.0000;0.71;0.30;-999;
2005;1;2;1;23.0000;1.00000;24.0000;21.0000;0.91;0.30;-999;
2005;1;2;2;22.0000;0.000000;22.0000;21.0000;0.91;0.40;-999;
2005;1;2;3;13.0000;0.000000;13.0000;26.0000;1.71;0.60;267.;
2005;1;2;4;15.0000;0.000000;15.0000;21.0000;1.71;0.20;-999;
2005;1;2;5;14.0000;0.000000;14.0000;21.0000;1.51;0.30;-999;
2005;1;2;6;11.0000;0.000000;11.0000;24.0000;1.41;0.30;-999;
2005;1;2;7;15.0000;0.000000;15.0000;25.0000;1.31;0.10;-999;
2005;1;2;8;30.0000;6.00000;39.0000;16.0000;1.21;0.40;-999;
2005;1;2;9;28.0000;3.00000;32.0000;19.0000;0.51;0.70;284.;
2005;1;2;10;43.0000;20.0000;74.0000;12.0000;1.21;0.30;-999;
2005;1;2;11;39.0000;10.0000;54.0000;21.0000;5.21;0.30;-999;
2005;1;2;12;47.0000;15.0000;70.0000;20.0000;8.01;0.60;245.;
2005;1;2;13;40.0000;7.00000;51.0000;30.0000;8.71;1.20;171.;
2005;1;2;14;34.0000;1.00000;36.0000;39.0000;9.31;1.60;174.;
2005;1;2;15;33.0000;0.000000;34.0000;40.0000;10.8;0.90;199.;
2005;1;2;16;28.0000;0.000000;28.0000;41.0000;11.0;1.20;221.;
2005;1;2;17;30.0000;0.000000;30.0000;35.0000;10.9;0.70;239.;
2005;1;2;18;36.0000;15.0000;58.0000;26.0000;7.31;0.20;-999;
2005;1;2;19;61.0000;27.0000;101.000;8.00000;4.61;0.30;-999;
2005;1;2;20;56.0000;33.0000;106.000;8.00000;3.21;1.10;84.0;
2005;1;2;21;55.0000;30.0000;102.000;8.00000;1.91;0.20;-999;
2005;1;2;22;50.0000;10.0000;65.0000;10.0000;1.51;0.40;-999;
2005;1;2;23;40.0000;4.00000;46.0000;11.0000;1.51;0.60;-999;
2005;1;2;24;35.0000;3.00000;40.0000;15.0000;0.91;0.30;-999;
2005;1;3;1;43.0000;3.00000;47.0000;12.0000;0.71;0.60;293.;
2005;1;3;2;39.0000;3.00000;43.0000;12.0000;1.71;1.80;76.0;
2005;1;3;3;37.0000;2.00000;40.0000;15.0000;0.61;0.40;-999;
2005;1;3;4;22.0000;0.000000;22.0000;26.0000;1.21;1.00;-999;
2005;1;3;5;21.0000;0.000000;21.0000;27.0000;1.81;0.70;-999;
2005;1;3;6;13.0000;0.000000;13.0000;36.0000;1.01;0.70;-999;
2005;1;3;7;24.0000;2.00000;27.0000;30.0000;1.71;0.80;-999;
2005;1;3;8;20.0000;1.00000;22.0000;32.0000;2.51;0.60;-999;
2005;1;3;9;43.0000;10.0000;58.0000;16.0000;2.21;0.60;-999;
2005;1;3;10;45.0000;20.0000;76.0000;17.0000;2.91;0.50;-999;
2005;1;3;11;51.0000;34.0000;103.000;18.0000;5.91;0.60;-999;
2005;1;3;12;31.0000;4.00000;38.0000;32.0000;7.71;0.70;-999;
2005;1;3;13;54.0000;17.0000;79.0000;22.0000;9.91;1.00;113.;
2005;1;3;14;65.0000;28.0000;107.000;17.0000;10.4;1.20;169.;
2005;1;3;15;70.0000;31.0000;118.000;15.0000;10.1;1.60;159.;
2005;1;3;16;61.0000;12.0000;80.0000;17.0000;9.51;1.40;161.;
2005;1;3;17;63.0000;21.0000;95.0000;10.0000;8.71;1.00;98.0;
2005;1;3;18;65.0000;19.0000;94.0000;8.00000;6.21;1.00;95.0;
2005;1;3;19;66.0000;35.0000;119.000;10.0000;3.91;0.50;-999;
2005;1;3;20;61.0000;34.0000;113.000;8.00000;3.51;0.60;-999;
2005;1;3;21;50.0000;19.0000;80.0000;10.0000;3.11;0.40;-999;
2005;1;3;22;49.0000;17.0000;75.0000;9.00000;2.61;0.50;-999;
2005;1;3;23;45.0000;7.00000;56.0000;11.0000;1.61;0.40;-999;
2005;1;3;24;38.0000;3.00000;43.0000;13.0000;2.01;0.80;301.;
2005;1;4;1;38.0000;2.00000;41.0000;14.0000;1.61;0.60;-999;
2005;1;4;2;21.0000;0.000000;21.0000;29.0000;1.41;0.60;-999;
2005;1;4;3;14.0000;0.000000;14.0000;29.0000;3.01;1.70;338.;
2005;1;4;4;14.0000;0.000000;14.0000;30.0000;1.31;0.50;-999;
2005;1;4;5;15.0000;0.000000;15.0000;27.0000;1.41;1.10;304.;
2005;1;4;6;13.0000;0.000000;13.0000;27.0000;0.51;0.50;-999;
2005;1;4;7;17.0000;1.00000;19.0000;24.0000;0.11;0.40;-999;
2005;1;4;8;37.0000;11.0000;53.0000;16.0000;-0.1;0.40;-999;
2005;1;4;9;56.0000;37.0000;112.000;13.0000;0.01;0.40;-999;
2005;1;4;10;49.0000;31.0000;97.0000;17.0000;2.21;0.40;-999;
2005;1;4;11;43.0000;20.0000;73.0000;30.0000;5.81;0.70;-999;
2005;1;4;12;44.0000;9.00000;58.0000;27.0000;8.81;1.60;329.;
2005;1;4;13;66.0000;25.0000;105.000;19.0000;10.2;0.50;-999;
2005;1;4;14;54.0000;9.00000;67.0000;26.0000;10.9;1.40;180.;
2005;1;4;15;52.0000;5.00000;59.0000;27.0000;11.8;1.70;217.;
2005;1;4;16;60.0000;7.00000;71.0000;21.0000;12.2;1.30;232.;
2005;1;4;17;49.0000;1.00000;51.0000;26.0000;11.2;1.20;205.;
2005;1;4;18;43.0000;2.00000;46.0000;23.0000;8.81;1.10;302.;
2005;1;4;19;51.0000;19.0000;81.0000;14.0000;6.11;0.40;-999;
2005;1;4;20;53.0000;12.0000;71.0000;10.0000;4.21;0.50;-999;
2005;1;4;21;48.0000;12.0000;66.0000;10.0000;3.31;0.30;-999;
2005;1;4;22;45.0000;9.00000;59.0000;12.0000;2.61;0.20;-999;
2005;1;4;23;38.0000;4.00000;44.0000;12.0000;2.71;0.50;-999;
2005;1;4;24;31.0000;2.00000;33.0000;15.0000;2.01;0.10;-999;
2005;1;5;1;18.0000;0.000000;18.0000;22.0000;1.71;0.00;-999;
2005;1;5;2;17.0000;0.000000;17.0000;22.0000;1.61;0.10;-999;
2005;1;5;3;16.0000;0.000000;16.0000;22.0000;1.31;0.10;-999;
2005;1;5;4;15.0000;0.000000;15.0000;23.0000;1.21;0.20;-999;
2005;1;5;5;12.0000;0.000000;12.0000;27.0000;0.80;0.40;-999;
2005;1;5;6;11.0000;0.000000;11.0000;26.0000;1.21;0.20;-999;
2005;1;5;7;23.0000;0.000000;23.0000;21.0000;0.80;0.20;-999;
2005;1;5;8;30.0000;8.00000;43.0000;17.0000;1.41;0.20;-999;
2005;1;5;9;51.0000;44.0000;118.000;8.00000;1.81;0.10;-999;
2005;1;5;10;53.0000;62.0000;147.000;8.00000;3.31;0.20;-999;
2005;1;5;11;57.0000;86.0000;189.000;9.00000;4.51;0.10;-999;
2005;1;5;12;38.0000;7.00000;49.0000;23.0000;6.91;0.30;-999;
2005;1;5;13;29.0000;1.00000;31.0000;33.0000;10.0;0.70;256.;
2005;1;5;14;26.0000;0.000000;26.0000;37.0000;11.2;1.00;250.;
2005;1;5;15;26.0000;0.000000;26.0000;39.0000;11.7;0.90;262.;
2005;1;5;16;30.0000;0.000000;30.0000;37.0000;12.4;0.90;253.;
2005;1;5;17;46.0000;4.00000;53.0000;22.0000;11.9;0.70;256.;
2005;1;5;18;33.0000;1.00000;35.0000;27.0000;8.51;0.40;-999;
2005;1;5;19;53.0000;18.0000;80.0000;11.0000;6.01;0.60;312.;
2005;1;5;20;50.0000;11.0000;68.0000;12.0000;3.91;0.20;-999;
2005;1;5;21;52.0000;29.0000;-999;9.00000;3.11;0.10;-999;
2005;1;5;22;51.0000;35.0000;105.000;8.00000;2.51;0.20;-999;
2005;1;5;23;51.0000;19.0000;80.0000;9.00000;2.01;0.60;-999;
2005;1;5;24;45.0000;22.0000;79.0000;8.00000;3.21;1.40;39.0;
2005;1;6;1;40.0000;11.0000;57.0000;8.00000;1.71;0.20;-999;
2005;1;6;2;38.0000;8.00000;50.0000;9.00000;1.31;0.20;-999;
2005;1;6;3;41.0000;7.00000;51.0000;8.00000;1.31;0.40;-999;
2005;1;6;4;32.0000;3.00000;36.0000;10.0000;1.01;0.90;303.;
2005;1;6;5;35.0000;4.00000;41.0000;8.00000;0.61;0.40;-999;
2005;1;6;6;32.0000;2.00000;35.0000;10.0000;0.51;0.50;-999;
2005;1;6;7;33.0000;7.00000;43.0000;11.0000;0.30;0.60;307.;
2005;1;6;8;32.0000;10.0000;47.0000;12.0000;0.71;0.80;296.;
2005;1;6;9;36.0000;14.0000;57.0000;11.0000;1.01;0.90;292.;
2005;1;6;10;29.0000;9.00000;43.0000;18.0000;1.81;0.70;-999;
2005;1;6;11;29.0000;6.00000;38.0000;23.0000;5.21;1.00;263.;
2005;1;6;12;33.0000;5.00000;42.0000;27.0000;8.11;0.90;293.;
2005;1;6;13;41.0000;9.00000;55.0000;28.0000;9.91;0.80;169.;
2005;1;6;14;54.0000;11.0000;71.0000;23.0000;10.3;1.20;147.;
2005;1;6;15;60.0000;12.0000;78.0000;20.0000;11.3;1.30;164.;
2005;1;6;16;46.0000;1.00000;48.0000;28.0000;11.2;1.10;93.0;
2005;1;6;17;66.0000;8.00000;78.0000;13.0000;12.4;0.80;156.;
2005;1;6;18;67.0000;22.0000;101.000;8.00000;8.81;1.20;71.0;
2005;1;6;19;64.0000;45.0000;133.000;8.00000;6.31;0.90;75.0;
2005;1;6;20;66.0000;76.0000;182.000;8.00000;4.31;0.30;-999;
2005;1;6;21;62.0000;46.0000;133.000;8.00000;3.41;0.30;-999;
2005;1;6;22;54.0000;10.0000;69.0000;8.00000;2.91;0.40;-999;
2005;1;6;23;45.0000;7.00000;55.0000;9.00000;2.51;0.30;-999;
2005;1;6;24;37.0000;8.00000;50.0000;9.00000;1.91;0.50;-999;
2005;1;7;1;37.0000;2.00000;40.0000;11.0000;1.41;0.20;-999;
2005;1;7;2;39.0000;1.00000;41.0000;10.0000;1.21;0.30;-999;
2005;1;7;3;38.0000;2.00000;40.0000;10.0000;1.21;0.30;-999;
2005;1;7;4;27.0000;0.000000;27.0000;14.0000;1.11;0.40;-999;
2005;1;7;5;21.0000;0.000000;21.0000;21.0000;0.91;0.50;-999;
2005;1;7;6;21.0000;0.000000;21.0000;22.0000;1.81;1.20;40.0;
2005;1;7;7;28.0000;7.00000;38.0000;15.0000;2.01;1.20;303.;
2005;1;7;8;32.0000;4.00000;38.0000;14.0000;1.01;0.30;-999;
2005;1;7;9;40.0000;33.0000;92.0000;12.0000;0.61;0.30;-999;
2005;1;7;10;68.0000;73.0000;180.000;10.0000;1.71;0.30;-999;
2005;1;7;11;62.0000;55.0000;146.000;10.0000;5.41;0.60;259.;
2005;1;7;12;79.0000;82.0000;206.000;10.0000;6.91;0.70;163.;
2005;1;7;13;80.0000;60.0000;172.000;12.0000;7.91;0.80;159.;
2005;1;7;14;75.0000;32.0000;124.000;15.0000;9.31;0.90;163.;
2005;1;7;15;79.0000;28.0000;122.000;14.0000;9.61;1.00;154.;
2005;1;7;16;86.0000;59.0000;177.000;10.0000;9.61;1.00;169.;
2005;1;7;17;74.0000;144.000;295.000;8.00000;9.31;0.70;155.;
2005;1;7;18;75.0000;159.000;319.000;8.00000;6.41;0.00;-999;
2005;1;7;19;79.0000;176.000;349.000;8.00000;4.21;0.00;-999;
2005;1;7;20;76.0000;165.000;330.000;8.00000;3.31;0.20;-999;
2005;1;7;21;69.0000;121.000;254.000;8.00000;2.61;0.10;-999;
2005;1;7;22;72.0000;108.000;237.000;8.00000;2.21;0.00;-999;
2005;1;7;23;60.0000;49.0000;135.000;7.00000;2.11;0.30;-999;
2005;1;7;24;56.0000;23.0000;91.0000;7.00000;1.41;0.20;-999;
2005;1;8;1;51.0000;14.0000;73.0000;7.00000;1.41;0.10;-999;
2005;1;8;2;47.0000;8.00000;60.0000;8.00000;1.11;0.10;-999;
2005;1;8;3;41.0000;5.00000;48.0000;8.00000;1.41;0.20;-999;
2005;1;8;4;40.0000;3.00000;44.0000;9.00000;1.11;0.40;-999;
2005;1;8;5;33.0000;1.00000;35.0000;11.0000;1.31;0.40;-999;
2005;1;8;6;32.0000;1.00000;34.0000;12.0000;1.71;0.30;-999;
2005;1;8;7;40.0000;13.0000;60.0000;8.00000;2.01;0.40;-999;
2005;1;8;8;35.0000;12.0000;54.0000;10.0000;1.81;0.80;280.;
2005;1;8;9;43.0000;32.0000;92.0000;8.00000;1.61;0.50;-999;
2005;1;8;10;45.0000;42.0000;108.000;9.00000;2.01;0.30;-999;
2005;1;8;11;53.0000;43.0000;119.000;12.0000;3.91;0.20;-999;
2005;1;8;12;27.0000;1.00000;29.0000;35.0000;7.31;0.40;-999;
2005;1;8;13;18.0000;0.000000;18.0000;45.0000;11.5;1.00;265.;
2005;1;8;14;13.0000;0.000000;13.0000;51.0000;12.9;1.10;259.;
2005;1;8;15;18.0000;0.000000;19.0000;49.0000;13.2;1.30;256.;
2005;1;8;16;77.0000;104.000;236.000;14.0000;12.5;1.30;248.;
2005;1;8;17;77.0000;144.000;298.000;8.00000;8.71;1.30;171.;
2005;1;8;18;70.0000;156.000;308.000;8.00000;5.41;0.30;-999;
2005;1;8;19;70.0000;185.000;354.000;8.00000;3.51;0.20;-999;
2005;1;8;20;78.0000;192.000;372.000;8.00000;2.71;0.30;-999;
2005;1;8;21;85.0000;237.000;448.000;8.00000;3.11;0.20;-999;
2005;1;8;22;76.0000;218.000;410.000;8.00000;3.81;0.20;-999;
2005;1;8;23;74.0000;199.000;379.000;8.00000;4.31;0.00;-999;
2005;1;8;24;54.0000;167.000;310.000;8.00000;4.31;0.40;-999;
2005;1;9;1;53.0000;152.000;286.000;8.00000;3.41;0.30;-999;
2005;1;9;2;55.0000;134.000;259.000;8.00000;3.41;0.30;-999;
2005;1;9;3;48.0000;104.000;208.000;8.00000;4.11;0.50;-999;
2005;1;9;4;41.0000;31.0000;89.0000;8.00000;3.81;0.30;-999;
2005;1;9;5;38.0000;83.0000;166.000;8.00000;3.51;0.50;-999;
2005;1;9;6;37.0000;79.0000;158.000;8.00000;2.41;0.90;116.;
2005;1;9;7;37.0000;84.0000;166.000;8.00000;1.91;0.10;-999;
2005;1;9;8;43.0000;75.0000;157.000;8.00000;2.61;0.40;-999;
2005;1;9;9;50.0000;119.000;233.000;8.00000;3.51;0.30;-999;
2005;1;9;10;49.0000;123.000;238.000;8.00000;3.61;0.90;-999;
2005;1;9;11;55.0000;118.000;236.000;8.00000;3.71;0.70;135.;
2005;1;9;12;60.0000;96.0000;208.000;8.00000;4.61;0.50;-999;
2005;1;9;13;71.0000;121.000;257.000;8.00000;5.31;0.90;131.;
2005;1;9;14;74.0000;124.000;265.000;8.00000;5.91;0.90;146.;
2005;1;9;15;76.0000;118.000;257.000;8.00000;5.81;1.10;166.;
2005;1;9;16;69.0000;85.0000;200.000;8.00000;6.11;1.40;153.;
2005;1;9;17;67.0000;92.0000;208.000;8.00000;5.01;0.80;142.;
2005;1;9;18;73.0000;112.000;244.000;8.00000;4.81;0.40;-999;
2005;1;9;19;71.0000;136.000;279.000;8.00000;4.81;0.60;-999;
2005;1;9;20;68.0000;157.000;309.000;8.00000;4.41;0.50;-999;
2005;1;9;21;63.0000;154.000;299.000;8.00000;3.81;0.40;-999;
2005;1;9;22;64.0000;119.000;246.000;8.00000;3.51;0.40;-999;
2005;1;9;23;53.0000;100.000;206.000;8.00000;3.51;1.20;88.0;
2005;1;9;24;56.0000;118.000;236.000;9.00000;3.11;0.10;-999;
2005;1;10;1;50.0000;102.000;206.000;9.00000;2.81;0.30;-999;
2005;1;10;2;42.0000;62.0000;137.000;9.00000;2.41;0.30;-999;
2005;1;10;3;46.0000;77.0000;164.000;9.00000;2.51;0.50;-999;
2005;1;10;4;39.0000;42.0000;103.000;9.00000;2.71;0.60;-999;
2005;1;10;5;38.0000;17.0000;64.0000;9.00000;2.31;0.50;-999;
2005;1;10;6;31.0000;2.00000;33.0000;14.0000;1.81;0.30;-999;
2005;1;10;7;34.0000;11.0000;52.0000;10.0000;2.71;1.80;18.0;
2005;1;10;8;32.0000;9.00000;46.0000;15.0000;1.41;0.30;-999;
2005;1;10;9;35.0000;19.0000;64.0000;11.0000;2.51;1.20;319.;
2005;1;10;10;47.0000;45.0000;115.000;11.0000;2.41;0.40;-999;
2005;1;10;11;49.0000;34.0000;101.000;12.0000;5.21;0.80;311.;
2005;1;10;12;37.0000;8.00000;48.0000;20.0000;7.91;0.60;270.;
2005;1;10;13;47.0000;11.0000;63.0000;21.0000;9.81;0.80;269.;
2005;1;10;14;79.0000;46.0000;150.000;12.0000;10.8;1.20;213.;
2005;1;10;15;104.000;106.000;267.000;9.00000;10.2;1.70;180.;
2005;1;10;16;111.000;160.000;357.000;13.0000;9.91;1.40;174.;
2005;1;10;17;108.000;214.000;437.000;6.00000;9.51;1.20;176.;
2005;1;10;18;94.0000;206.000;410.000;5.00000;7.21;0.60;83.0;
2005;1;10;19;90.0000;214.000;417.000;5.00000;5.31;0.30;-999;
2005;1;10;20;90.0000;195.000;389.000;5.00000;3.91;0.20;-999;
2005;1;10;21;80.0000;134.000;285.000;5.00000;3.31;0.20;-999;
2005;1;10;22;72.0000;101.000;228.000;5.00000;2.91;0.10;-999;
2005;1;10;23;65.0000;57.0000;151.000;5.00000;2.61;0.10;-999;
2005;1;10;24;56.0000;28.0000;99.0000;5.00000;2.31;0.20;-999;
2005;1;11;1;45.0000;6.00000;55.0000;6.00000;2.01;0.00;-999;
2005;1;11;2;32.0000;0.000000;33.0000;9.00000;2.31;0.50;-999;
2005;1;11;3;26.0000;1.00000;27.0000;11.0000;1.81;0.10;-999;
2005;1;11;4;19.0000;0.000000;19.0000;13.0000;1.41;0.10;-999;
2005;1;11;5;20.0000;0.000000;20.0000;11.0000;1.21;0.20;-999;
2005;1;11;6;27.0000;1.00000;28.0000;9.00000;1.91;0.10;-999;
2005;1;11;7;36.0000;18.0000;63.0000;6.00000;2.71;0.30;-999;
2005;1;11;8;48.0000;68.0000;152.000;5.00000;3.11;0.40;-999;
2005;1;11;9;50.0000;79.0000;172.000;6.00000;3.41;0.80;-999;
2005;1;11;10;51.0000;70.0000;158.000;5.00000;4.41;0.50;-999;
2005;1;11;11;55.0000;49.0000;130.000;6.00000;4.81;0.30;-999;
2005;1;11;12;76.0000;137.000;285.000;6.00000;6.61;0.30;-999;
2005;1;11;13;86.0000;167.000;343.000;7.00000;7.31;0.90;178.;
2005;1;11;14;58.0000;30.0000;104.000;16.0000;9.11;0.60;-999;
2005;1;11;15;56.0000;17.0000;82.0000;19.0000;10.6;1.50;230.;
2005;1;11;16;88.0000;81.0000;213.000;8.00000;11.3;1.10;235.;
2005;1;11;17;86.0000;89.0000;223.000;7.00000;8.81;1.70;171.;
2005;1;11;18;74.0000;103.000;231.000;6.00000;6.91;0.70;133.;
2005;1;11;19;67.0000;80.0000;189.000;5.00000;5.01;0.90;112.;
2005;1;11;20;57.0000;62.0000;152.000;5.00000;3.91;0.30;-999;
2005;1;11;21;58.0000;118.000;239.000;5.00000;2.71;0.00;-999;
2005;1;11;22;52.0000;87.0000;185.000;6.00000;2.01;0.10;-999;
2005;1;11;23;52.0000;92.0000;192.000;4.00000;1.71;0.10;-999;
2005;1;11;24;48.0000;87.0000;182.000;4.00000;1.51;0.20;-999;
2005;1;12;1;44.0000;76.0000;161.000;4.00000;0.91;0.20;-999;
2005;1;12;2;42.0000;72.0000;152.000;4.00000;0.51;0.00;-999;
2005;1;12;3;41.0000;70.0000;148.000;4.00000;0.21;0.00;-999;
2005;1;12;4;40.0000;50.0000;116.000;4.00000;-0.1;0.20;-999;
2005;1;12;5;39.0000;35.0000;92.0000;4.00000;-0.1;0.10;-999;
2005;1;12;6;37.0000;16.0000;62.0000;5.00000;-0.1;0.00;-999;
2005;1;12;7;35.0000;13.0000;55.0000;5.00000;-0.1;0.20;-999;
2005;1;12;8;37.0000;27.0000;78.0000;5.00000;-0.2;0.20;-999;
2005;1;12;9;37.0000;30.0000;84.0000;6.00000;-0.4;0.20;-999;
2005;1;12;10;54.0000;100.000;207.000;5.00000;0.51;0.10;-999;
2005;1;12;11;54.0000;46.0000;124.000;8.00000;3.51;0.20;-999;
2005;1;12;12;77.0000;90.0000;215.000;7.00000;5.41;0.30;-999;
2005;1;12;13;80.0000;78.0000;199.000;9.00000;7.61;0.90;170.;
2005;1;12;14;79.0000;57.0000;166.000;10.0000;7.81;1.40;166.;
2005;1;12;15;92.0000;65.0000;191.000;9.00000;8.61;1.70;171.;
2005;1;12;16;110.000;75.0000;225.000;7.00000;9.11;1.50;209.;
2005;1;12;17;101.000;86.0000;232.000;7.00000;9.11;1.10;222.;
2005;1;12;18;82.0000;86.0000;215.000;6.00000;7.01;0.50;-999;
2005;1;12;19;83.0000;93.0000;227.000;6.00000;4.11;0.00;-999;
2005;1;12;20;79.0000;82.0000;205.000;6.00000;3.21;0.20;-999;
2005;1;12;21;74.0000;134.000;280.000;6.00000;2.61;0.20;-999;
2005;1;12;22;66.0000;66.0000;167.000;6.00000;2.01;0.20;-999;
2005;1;12;23;61.0000;37.0000;117.000;5.00000;1.61;0.00;-999;
2005;1;12;24;53.0000;21.0000;84.0000;5.00000;1.41;0.00;-999;
2005;1;13;1;48.0000;14.0000;69.0000;5.00000;1.21;0.00;-999;
2005;1;13;2;36.0000;2.00000;39.0000;7.00000;1.11;0.20;-999;
2005;1;13;3;35.0000;2.00000;38.0000;9.00000;1.61;0.20;-999;
2005;1;13;4;32.0000;1.00000;33.0000;8.00000;2.21;1.40;7.00;
2005;1;13;5;34.0000;1.00000;35.0000;9.00000;2.01;0.30;-999;
2005;1;13;6;41.0000;4.00000;47.0000;8.00000;2.61;1.30;5.00;
2005;1;13;7;41.0000;17.0000;67.0000;7.00000;2.81;0.40;-999;
2005;1;13;8;45.0000;33.0000;95.0000;6.00000;2.61;0.70;-999;
2005;1;13;9;47.0000;37.0000;104.000;6.00000;2.51;0.40;-999;
2005;1;13;10;48.0000;32.0000;97.0000;6.00000;2.71;0.70;296.;
2005;1;13;11;63.0000;87.0000;197.000;7.00000;4.01;0.10;-999;
2005;1;13;12;105.000;238.000;469.000;6.00000;5.31;1.30;122.;
2005;1;13;13;95.0000;158.000;337.000;8.00000;6.41;0.90;148.;
2005;1;13;14;104.000;152.000;337.000;8.00000;7.01;1.20;154.;
2005;1;13;15;99.0000;135.000;306.000;8.00000;7.31;1.20;172.;
2005;1;13;16;92.0000;122.000;278.000;8.00000;7.11;1.30;169.;
2005;1;13;17;74.0000;123.000;262.000;7.00000;6.31;0.80;123.;
2005;1;13;18;80.0000;224.000;422.000;7.00000;4.61;0.20;-999;
2005;1;13;19;81.0000;204.000;394.000;8.00000;2.71;0.20;-999;
2005;1;13;20;85.0000;167.000;341.000;7.00000;1.91;0.20;-999;
2005;1;13;21;89.0000;166.000;343.000;7.00000;1.71;0.00;-999;
2005;1;13;22;79.0000;125.000;271.000;7.00000;1.31;0.30;-999;
2005;1;13;23;70.0000;97.0000;219.000;7.00000;1.21;0.30;-999;
2005;1;13;24;64.0000;78.0000;184.000;7.00000;0.91;0.20;-999;
2005;1;14;1;61.0000;57.0000;148.000;7.00000;0.30;0.20;-999;
2005;1;14;2;58.0000;46.0000;128.000;8.00000;0.01;0.20;-999;
2005;1;14;3;59.0000;33.0000;109.000;8.00000;-0.4;0.30;-999;
2005;1;14;4;59.0000;30.0000;105.000;8.00000;-0.3;0.30;-999;
2005;1;14;5;56.0000;20.0000;86.0000;8.00000;-0.0;0.50;-999;
2005;1;14;6;52.0000;14.0000;73.0000;9.00000;-0.1;0.40;-999;
2005;1;14;7;45.0000;11.0000;61.0000;12.0000;-0.6;0.40;-999;
2005;1;14;8;34.0000;10.0000;50.0000;15.0000;-0.0;0.60;-999;
2005;1;14;9;48.0000;35.0000;102.000;10.0000;-0.6;0.20;-999;
2005;1;14;10;64.0000;83.0000;190.000;9.00000;0.01;0.20;-999;
2005;1;14;11;74.0000;88.0000;209.000;10.0000;4.01;0.20;-999;
2005;1;14;12;49.0000;15.0000;72.0000;22.0000;7.01;0.30;-999;
2005;1;14;13;63.0000;26.0000;102.000;17.0000;7.71;1.20;126.;
2005;1;14;14;66.0000;25.0000;103.000;19.0000;7.81;1.20;163.;
2005;1;14;15;70.0000;25.0000;108.000;18.0000;8.21;1.10;143.;
2005;1;14;16;65.0000;13.0000;85.0000;20.0000;7.71;1.40;135.;
2005;1;14;17;63.0000;11.0000;81.0000;14.0000;6.81;1.50;136.;
2005;1;14;18;69.0000;19.0000;98.0000;8.00000;5.01;0.50;-999;
2005;1;14;19;75.0000;55.0000;158.000;8.00000;2.71;0.20;-999;
2005;1;14;20;67.0000;36.0000;122.000;8.00000;2.11;0.60;21.0;
2005;1;14;21;71.0000;40.0000;132.000;8.00000;1.51;0.20;-999;
2005;1;14;22;59.0000;50.0000;136.000;8.00000;1.11;0.80;-999;
2005;1;14;23;31.0000;5.00000;39.0000;10.0000;0.30;0.20;-999;
2005;1;14;24;43.0000;8.00000;55.0000;9.00000;-0.0;0.30;-999;
2005;1;15;1;36.0000;3.00000;40.0000;13.0000;-0.6;0.20;-999;
2005;1;15;2;34.0000;2.00000;36.0000;14.0000;-0.6;0.20;-999;
2005;1;15;3;24.0000;0.000000;24.0000;18.0000;-0.9;0.10;-999;
2005;1;15;4;23.0000;1.00000;24.0000;18.0000;-1.0;0.10;-999;
2005;1;15;5;18.0000;0.000000;18.0000;20.0000;-1.1;0.00;-999;
2005;1;15;6;44.0000;100.000;197.000;13.0000;-1.3;0.20;-999;
2005;1;15;7;67.0000;204.000;380.000;9.00000;-2.2;1.50;92.0;
2005;1;15;8;67.0000;201.000;375.000;9.00000;-4.1;0.80;80.0;
