year;month;day;hour;NO2;NO;NOx;SO2;PM10;
2005;3;11;4;20.0000;10.0000;35.3333;9.00000;45.0000;
2005;3;11;5;23.0000;12.0000;41.4000;8.00000;45.0000;
2005;3;11;6;32.0000;18.0000;59.6000;9.00000;45.0000;
2005;3;11;7;38.0000;26.0000;77.8667;9.00000;45.0000;
2005;3;11;8;36.0000;33.0000;86.6000;8.00000;45.0000;
2005;3;11;9;29.0000;25.0000;67.3333;10.0000;45.0000;
2005;3;11;10;23.0000;15.0000;46.0000;11.0000;45.0000;
2005;3;11;11;22.0000;13.0000;41.9333;11.0000;45.0000;
2005;3;11;12;20.0000;12.0000;38.4000;11.0000;45.0000;
2005;3;11;13;22.0000;13.0000;41.9333;13.0000;45.0000;
2005;3;11;14;23.0000;13.0000;42.9333;12.0000;45.0000;
2005;3;11;15;25.0000;14.0000;46.4667;12.0000;45.0000;
2005;3;11;16;23.0000;12.0000;41.4000;10.0000;45.0000;
2005;3;11;17;24.0000;12.0000;42.4000;11.0000;45.0000;
2005;3;11;18;26.0000;11.0000;42.8667;12.0000;45.0000;
2005;3;11;19;34.0000;14.0000;55.4667;13.0000;45.0000;
2005;3;11;20;43.0000;18.0000;70.6000;12.0000;45.0000;
2005;3;11;21;38.0000;15.0000;61.0000;11.0000;45.0000;
2005;3;11;22;41.0000;16.0000;65.5333;11.0000;45.0000;
2005;3;11;23;38.0000;16.0000;62.5333;10.0000;45.0000;
2005;3;11;24;34.0000;14.0000;55.4667;10.0000;45.0000;
2005;3;12;1;28.0000;11.0000;44.8667;9.00000;43.0000;
2005;3;12;2;33.0000;13.0000;52.9333;-999;43.0000;
2005;3;12;3;-999;-999;-999;10.0000;43.0000;
2005;3;12;4;35.0000;14.0000;56.4667;10.0000;43.0000;
2005;3;12;5;30.0000;12.0000;48.4000;9.00000;43.0000;
2005;3;12;6;28.0000;11.0000;44.8667;10.0000;43.0000;
2005;3;12;7;35.0000;14.0000;56.4667;9.00000;43.0000;
2005;3;12;8;40.0000;21.0000;72.2000;11.0000;43.0000;
2005;3;12;9;37.0000;25.0000;75.3333;10.0000;43.0000;
2005;3;12;10;32.0000;19.0000;61.1333;14.0000;43.0000;
2005;3;12;11;29.0000;17.0000;55.0667;12.0000;43.0000;
2005;3;12;12;21.0000;11.0000;37.8667;10.0000;43.0000;
2005;3;12;13;20.0000;9.00000;33.8000;10.0000;43.0000;
2005;3;12;14;19.0000;8.00000;31.2667;8.00000;43.0000;
2005;3;12;15;17.0000;7.00000;27.7333;8.00000;43.0000;
2005;3;12;16;14.0000;5.00000;21.6667;7.00000;43.0000;
2005;3;12;17;14.0000;5.00000;21.6667;8.00000;43.0000;
2005;3;12;18;16.0000;5.00000;23.6667;8.00000;43.0000;
2005;3;12;19;18.0000;6.00000;27.2000;8.00000;43.0000;
2005;3;12;20;20.0000;7.00000;30.7333;8.00000;43.0000;
2005;3;12;21;20.0000;8.00000;32.2667;7.00000;43.0000;
2005;3;12;22;21.0000;8.00000;33.2667;8.00000;43.0000;
2005;3;12;23;23.0000;9.00000;36.8000;10.0000;43.0000;
2005;3;12;24;29.0000;11.0000;45.8667;8.00000;43.0000;
2005;3;13;1;23.0000;11.0000;39.8667;8.00000;50.0000;
2005;3;13;2;26.0000;14.0000;47.4667;-999;50.0000;
2005;3;13;3;-999;-999;-999;9.00000;50.0000;
2005;3;13;4;28.0000;15.0000;51.0000;8.00000;50.0000;
2005;3;13;5;30.0000;18.0000;57.6000;9.00000;50.0000;
2005;3;13;6;35.0000;20.0000;65.6667;9.00000;50.0000;
2005;3;13;7;34.0000;24.0000;70.8000;9.00000;50.0000;
2005;3;13;8;30.0000;26.0000;69.8667;9.00000;50.0000;
2005;3;13;9;30.0000;24.0000;66.8000;10.0000;50.0000;
2005;3;13;10;28.0000;19.0000;57.1333;13.0000;50.0000;
2005;3;13;11;25.0000;15.0000;48.0000;15.0000;50.0000;
2005;3;13;12;19.0000;10.0000;34.3333;13.0000;50.0000;
2005;3;13;13;18.0000;9.00000;31.8000;10.0000;50.0000;
2005;3;13;14;16.0000;8.00000;28.2667;10.0000;50.0000;
2005;3;13;15;16.0000;7.00000;26.7333;9.00000;50.0000;
2005;3;13;16;15.0000;7.00000;25.7333;8.00000;50.0000;
2005;3;13;17;16.0000;7.00000;26.7333;8.00000;50.0000;
2005;3;13;18;17.0000;7.00000;27.7333;8.00000;50.0000;
2005;3;13;19;23.0000;10.0000;38.3333;8.00000;50.0000;
2005;3;13;20;29.0000;12.0000;47.4000;8.00000;50.0000;
2005;3;13;21;29.0000;13.0000;48.9333;9.00000;50.0000;
2005;3;13;22;32.0000;14.0000;53.4667;8.00000;50.0000;
2005;3;13;23;27.0000;13.0000;46.9333;8.00000;50.0000;
2005;3;13;24;28.0000;14.0000;49.4667;8.00000;50.0000;
2005;3;14;1;31.0000;16.0000;55.5333;8.00000;55.0000;
2005;3;14;2;27.0000;14.0000;48.4667;-999;55.0000;
2005;3;14;3;-999;-999;-999;9.00000;55.0000;
2005;3;14;4;29.0000;14.0000;50.4667;9.00000;55.0000;
2005;3;14;5;24.0000;11.0000;40.8667;9.00000;55.0000;
2005;3;14;6;30.0000;15.0000;53.0000;8.00000;55.0000;
2005;3;14;7;38.0000;24.0000;74.8000;8.00000;55.0000;
2005;3;14;8;42.0000;39.0000;101.800;9.00000;55.0000;
2005;3;14;9;29.0000;19.0000;58.1333;10.0000;55.0000;
2005;3;14;10;25.0000;16.0000;49.5333;11.0000;55.0000;
2005;3;14;11;23.0000;14.0000;44.4667;12.0000;55.0000;
2005;3;14;12;26.0000;16.0000;50.5333;13.0000;55.0000;
2005;3;14;13;27.0000;16.0000;51.5333;12.0000;55.0000;
2005;3;14;14;25.0000;14.0000;46.4667;11.0000;55.0000;
2005;3;14;15;22.0000;13.0000;41.9333;10.0000;55.0000;
2005;3;14;16;19.0000;10.0000;34.3333;10.0000;55.0000;
2005;3;14;17;18.0000;9.00000;31.8000;9.00000;55.0000;
2005;3;14;18;20.0000;10.0000;35.3333;9.00000;55.0000;
2005;3;14;19;42.0000;18.0000;69.6000;10.0000;55.0000;
2005;3;14;20;77.0000;74.0000;190.467;10.0000;55.0000;
2005;3;14;21;82.0000;105.000;243.000;12.0000;55.0000;
2005;3;14;22;51.0000;52.0000;130.733;11.0000;55.0000;
2005;3;14;23;35.0000;16.0000;59.5333;12.0000;55.0000;
2005;3;14;24;39.0000;19.0000;68.1333;13.0000;55.0000;
2005;3;15;1;37.0000;19.0000;66.1333;12.0000;77.0000;
2005;3;15;2;36.0000;21.0000;68.2000;-999;77.0000;
2005;3;15;3;-999;-999;-999;9.00000;77.0000;
2005;3;15;4;35.0000;21.0000;67.2000;10.0000;77.0000;
2005;3;15;5;36.0000;21.0000;68.2000;10.0000;77.0000;
2005;3;15;6;34.0000;28.0000;76.9333;11.0000;77.0000;
2005;3;15;7;33.0000;100.000;186.333;12.0000;77.0000;
2005;3;15;8;36.0000;146.000;259.867;12.0000;77.0000;
2005;3;15;9;45.0000;94.0000;189.133;12.0000;77.0000;
2005;3;15;10;35.0000;32.0000;84.0667;13.0000;77.0000;
2005;3;15;11;36.0000;30.0000;82.0000;14.0000;77.0000;
2005;3;15;12;31.0000;23.0000;66.2667;13.0000;77.0000;
2005;3;15;13;30.0000;20.0000;60.6667;12.0000;77.0000;
2005;3;15;14;26.0000;16.0000;50.5333;11.0000;77.0000;
2005;3;15;15;22.0000;13.0000;41.9333;13.0000;77.0000;
2005;3;15;16;25.0000;13.0000;44.9333;11.0000;77.0000;
2005;3;15;17;28.0000;14.0000;49.4667;11.0000;77.0000;
2005;3;15;18;30.0000;14.0000;51.4667;11.0000;77.0000;
2005;3;15;19;50.0000;25.0000;88.3333;10.0000;77.0000;
2005;3;15;20;66.0000;33.0000;116.600;11.0000;77.0000;
2005;3;15;21;61.0000;30.0000;107.000;11.0000;77.0000;
2005;3;15;22;36.0000;18.0000;63.6000;10.0000;77.0000;
2005;3;15;23;41.0000;22.0000;74.7333;9.00000;77.0000;
2005;3;15;24;38.0000;21.0000;70.2000;10.0000;77.0000;
2005;3;16;1;38.0000;20.0000;68.6667;8.00000;74.0000;
2005;3;16;2;37.0000;26.0000;76.8667;-999;74.0000;
2005;3;16;3;-999;-999;-999;9.00000;74.0000;
2005;3;16;4;33.0000;30.0000;79.0000;10.0000;74.0000;
2005;3;16;5;26.0000;31.0000;73.5333;10.0000;74.0000;
2005;3;16;6;26.0000;39.0000;85.8000;10.0000;74.0000;
2005;3;16;7;29.0000;81.0000;153.200;10.0000;74.0000;
2005;3;16;8;32.0000;78.0000;151.600;10.0000;74.0000;
2005;3;16;9;44.0000;82.0000;169.733;10.0000;74.0000;
2005;3;16;10;42.0000;49.0000;117.133;11.0000;74.0000;
2005;3;16;11;38.0000;28.0000;80.9333;13.0000;74.0000;
2005;3;16;12;39.0000;28.0000;81.9333;14.0000;74.0000;
2005;3;16;13;28.0000;16.0000;52.5333;12.0000;74.0000;
2005;3;16;14;22.0000;12.0000;40.4000;12.0000;74.0000;
2005;3;16;15;22.0000;11.0000;38.8667;11.0000;74.0000;
2005;3;16;16;22.0000;10.0000;37.3333;12.0000;74.0000;
2005;3;16;17;22.0000;10.0000;37.3333;11.0000;74.0000;
2005;3;16;18;29.0000;13.0000;48.9333;12.0000;74.0000;
2005;3;16;19;51.0000;21.0000;83.2000;11.0000;74.0000;
2005;3;16;20;48.0000;24.0000;84.8000;13.0000;74.0000;
2005;3;16;21;40.0000;18.0000;67.6000;13.0000;74.0000;
2005;3;16;22;33.0000;15.0000;56.0000;18.0000;74.0000;
2005;3;16;23;43.0000;21.0000;75.2000;14.0000;74.0000;
2005;3;16;24;42.0000;20.0000;72.6667;11.0000;74.0000;
2005;3;17;1;41.0000;20.0000;71.6667;9.00000;102.000;
2005;3;17;2;37.0000;19.0000;66.1333;-999;102.000;
2005;3;17;3;-999;-999;-999;10.0000;102.000;
2005;3;17;4;36.0000;19.0000;65.1333;10.0000;102.000;
2005;3;17;5;34.0000;19.0000;63.1333;10.0000;102.000;
2005;3;17;6;34.0000;17.0000;60.0667;10.0000;102.000;
2005;3;17;7;34.0000;19.0000;63.1333;11.0000;102.000;
2005;3;17;8;32.0000;34.0000;84.1333;10.0000;102.000;
2005;3;17;9;37.0000;51.0000;115.200;10.0000;102.000;
2005;3;17;10;39.0000;27.0000;80.4000;12.0000;102.000;
2005;3;17;11;40.0000;25.0000;78.3333;13.0000;102.000;
2005;3;17;12;30.0000;16.0000;54.5333;14.0000;102.000;
2005;3;17;13;36.0000;19.0000;65.1333;14.0000;102.000;
2005;3;17;14;31.0000;15.0000;54.0000;14.0000;102.000;
2005;3;17;15;30.0000;14.0000;51.4667;14.0000;102.000;
2005;3;17;16;30.0000;12.0000;48.4000;15.0000;102.000;
2005;3;17;17;28.0000;11.0000;44.8667;12.0000;102.000;
2005;3;17;18;31.0000;12.0000;49.4000;11.0000;102.000;
2005;3;17;19;39.0000;15.0000;62.0000;11.0000;102.000;
2005;3;17;20;77.0000;32.0000;126.067;12.0000;102.000;
2005;3;17;21;45.0000;21.0000;77.2000;12.0000;102.000;
2005;3;17;22;37.0000;19.0000;66.1333;11.0000;102.000;
2005;3;17;23;35.0000;18.0000;62.6000;11.0000;102.000;
2005;3;17;24;36.0000;20.0000;66.6667;11.0000;102.000;
2005;3;18;1;33.0000;17.0000;59.0667;12.0000;103.000;
2005;3;18;2;34.0000;18.0000;61.6000;-999;103.000;
2005;3;18;3;-999;-999;-999;11.0000;103.000;
2005;3;18;4;36.0000;24.0000;72.8000;10.0000;103.000;
2005;3;18;5;41.0000;36.0000;96.2000;11.0000;103.000;
2005;3;18;6;41.0000;33.0000;91.6000;11.0000;103.000;
2005;3;18;7;39.0000;28.0000;81.9333;11.0000;103.000;
2005;3;18;8;33.0000;65.0000;132.667;11.0000;103.000;
2005;3;18;9;42.0000;81.0000;166.200;12.0000;103.000;
2005;3;18;10;36.0000;26.0000;75.8667;15.0000;103.000;
2005;3;18;11;32.0000;19.0000;61.1333;23.0000;103.000;
2005;3;18;12;27.0000;15.0000;50.0000;20.0000;103.000;
2005;3;18;13;31.0000;16.0000;55.5333;17.0000;103.000;
2005;3;18;14;32.0000;16.0000;56.5333;15.0000;103.000;
2005;3;18;15;33.0000;15.0000;56.0000;17.0000;103.000;
2005;3;18;16;32.0000;14.0000;53.4667;17.0000;103.000;
2005;3;18;17;31.0000;12.0000;49.4000;15.0000;103.000;
2005;3;18;18;34.0000;13.0000;53.9333;15.0000;103.000;
2005;3;18;19;73.0000;42.0000;137.400;17.0000;103.000;
2005;3;18;20;113.000;113.000;286.267;16.0000;103.000;
2005;3;18;21;102.000;93.0000;244.600;15.0000;103.000;
2005;3;18;22;59.0000;32.0000;108.067;14.0000;103.000;
2005;3;18;23;40.0000;19.0000;69.1333;14.0000;103.000;
2005;3;18;24;41.0000;22.0000;74.7333;15.0000;103.000;
2005;3;19;1;34.0000;18.0000;61.6000;14.0000;99.0000;
2005;3;19;2;33.0000;18.0000;60.6000;-999;99.0000;
2005;3;19;3;-999;-999;-999;12.0000;99.0000;
2005;3;19;4;34.0000;16.0000;58.5333;13.0000;99.0000;
2005;3;19;5;33.0000;19.0000;62.1333;14.0000;99.0000;
2005;3;19;6;31.0000;24.0000;67.8000;14.0000;99.0000;
2005;3;19;7;31.0000;33.0000;81.6000;14.0000;99.0000;
2005;3;19;8;31.0000;53.0000;112.267;14.0000;99.0000;
2005;3;19;9;36.0000;41.0000;98.8667;13.0000;99.0000;
2005;3;19;10;37.0000;27.0000;78.4000;14.0000;99.0000;
2005;3;19;11;41.0000;29.0000;85.4667;19.0000;99.0000;
2005;3;19;12;41.0000;28.0000;83.9333;20.0000;99.0000;
2005;3;19;13;42.0000;28.0000;84.9333;17.0000;99.0000;
2005;3;19;14;44.0000;27.0000;85.4000;19.0000;99.0000;
2005;3;19;15;43.0000;25.0000;81.3333;16.0000;99.0000;
2005;3;19;16;39.0000;20.0000;69.6667;15.0000;99.0000;
2005;3;19;17;39.0000;17.0000;65.0667;15.0000;99.0000;
2005;3;19;18;38.0000;16.0000;62.5333;14.0000;99.0000;
2005;3;19;19;35.0000;14.0000;56.4667;12.0000;99.0000;
2005;3;19;20;41.0000;17.0000;67.0667;12.0000;99.0000;
2005;3;19;21;34.0000;16.0000;58.5333;11.0000;99.0000;
2005;3;19;22;30.0000;14.0000;51.4667;11.0000;99.0000;
2005;3;19;23;31.0000;14.0000;52.4667;12.0000;99.0000;
2005;3;19;24;30.0000;14.0000;51.4667;13.0000;99.0000;
2005;3;20;1;26.0000;13.0000;45.9333;11.0000;47.0000;
2005;3;20;2;30.0000;14.0000;51.4667;-999;47.0000;
2005;3;20;3;-999;-999;-999;10.0000;47.0000;
2005;3;20;4;31.0000;12.0000;49.4000;14.0000;47.0000;
2005;3;20;5;27.0000;12.0000;45.4000;15.0000;47.0000;
2005;3;20;6;25.0000;12.0000;43.4000;13.0000;47.0000;
2005;3;20;7;20.0000;10.0000;35.3333;12.0000;47.0000;
2005;3;20;8;20.0000;11.0000;36.8667;11.0000;47.0000;
2005;3;20;9;22.0000;12.0000;40.4000;14.0000;47.0000;
2005;3;20;10;22.0000;12.0000;40.4000;14.0000;47.0000;
2005;3;20;11;21.0000;11.0000;37.8667;14.0000;47.0000;
2005;3;20;12;19.0000;10.0000;34.3333;12.0000;47.0000;
2005;3;20;13;18.0000;9.00000;31.8000;9.00000;47.0000;
2005;3;20;14;18.0000;9.00000;31.8000;10.0000;47.0000;
2005;3;20;15;18.0000;9.00000;31.8000;10.0000;47.0000;
2005;3;20;16;18.0000;8.00000;30.2667;10.0000;47.0000;
2005;3;20;17;18.0000;8.00000;30.2667;9.00000;47.0000;
2005;3;20;18;19.0000;9.00000;32.8000;10.0000;47.0000;
2005;3;20;19;27.0000;11.0000;43.8667;10.0000;47.0000;
2005;3;20;20;37.0000;18.0000;64.6000;10.0000;47.0000;
2005;3;20;21;36.0000;17.0000;62.0667;8.00000;47.0000;
2005;3;20;22;32.0000;14.0000;53.4667;9.00000;47.0000;
2005;3;20;23;32.0000;15.0000;55.0000;9.00000;47.0000;
2005;3;20;24;38.0000;18.0000;65.6000;9.00000;47.0000;
2005;3;21;1;38.0000;18.0000;65.6000;10.0000;43.0000;
2005;3;21;2;36.0000;17.0000;62.0667;-999;43.0000;
2005;3;21;3;-999;-999;-999;10.0000;43.0000;
2005;3;21;4;32.0000;15.0000;55.0000;11.0000;43.0000;
2005;3;21;5;32.0000;17.0000;58.0667;10.0000;43.0000;
2005;3;21;6;32.0000;17.0000;58.0667;11.0000;43.0000;
2005;3;21;7;35.0000;23.0000;70.2667;11.0000;43.0000;
2005;3;21;8;41.0000;32.0000;90.0667;12.0000;43.0000;
2005;3;21;9;41.0000;29.0000;85.4667;15.0000;43.0000;
2005;3;21;10;35.0000;22.0000;68.7333;17.0000;43.0000;
2005;3;21;11;36.0000;23.0000;71.2667;21.0000;43.0000;
2005;3;21;12;32.0000;21.0000;64.2000;17.0000;43.0000;
2005;3;21;13;28.0000;18.0000;55.6000;16.0000;43.0000;
2005;3;21;14;23.0000;14.0000;44.4667;15.0000;43.0000;
2005;3;21;15;24.0000;14.0000;45.4667;15.0000;43.0000;
2005;3;21;16;26.0000;14.0000;47.4667;14.0000;43.0000;
2005;3;21;17;25.0000;13.0000;44.9333;11.0000;43.0000;
2005;3;21;18;33.0000;17.0000;59.0667;11.0000;43.0000;
2005;3;21;19;53.0000;28.0000;95.9333;12.0000;43.0000;
2005;3;21;20;60.0000;45.0000;129.000;10.0000;43.0000;
2005;3;21;21;47.0000;31.0000;94.5333;11.0000;43.0000;
2005;3;21;22;48.0000;25.0000;86.3333;10.0000;43.0000;
2005;3;21;23;46.0000;23.0000;81.2667;10.0000;43.0000;
2005;3;21;24;40.0000;21.0000;72.2000;10.0000;43.0000;
2005;3;22;1;37.0000;21.0000;69.2000;11.0000;73.0000;
2005;3;22;2;41.0000;34.0000;93.1333;-999;73.0000;
2005;3;22;3;-999;-999;-999;11.0000;73.0000;
2005;3;22;4;46.0000;45.0000;115.000;12.0000;73.0000;
2005;3;22;5;42.0000;45.0000;111.000;13.0000;73.0000;
2005;3;22;6;38.0000;40.0000;99.3333;14.0000;73.0000;
2005;3;22;7;36.0000;44.0000;103.467;15.0000;73.0000;
2005;3;22;8;41.0000;49.0000;116.133;14.0000;73.0000;
2005;3;22;9;42.0000;36.0000;97.2000;15.0000;73.0000;
2005;3;22;10;47.0000;35.0000;100.667;26.0000;73.0000;
2005;3;22;11;40.0000;24.0000;76.8000;28.0000;73.0000;
2005;3;22;12;34.0000;19.0000;63.1333;23.0000;73.0000;
2005;3;22;13;33.0000;18.0000;60.6000;21.0000;73.0000;
2005;3;22;14;31.0000;16.0000;55.5333;18.0000;73.0000;
2005;3;22;15;29.0000;16.0000;53.5333;17.0000;73.0000;
2005;3;22;16;30.0000;16.0000;54.5333;16.0000;73.0000;
2005;3;22;17;33.0000;17.0000;59.0667;17.0000;73.0000;
2005;3;22;18;40.0000;20.0000;70.6667;14.0000;73.0000;
2005;3;22;19;57.0000;31.0000;104.533;13.0000;73.0000;
2005;3;22;20;65.0000;33.0000;115.600;14.0000;73.0000;
2005;3;22;21;57.0000;36.0000;112.200;13.0000;73.0000;
2005;3;22;22;54.0000;39.0000;113.800;13.0000;73.0000;
2005;3;22;23;46.0000;33.0000;96.6000;13.0000;73.0000;
2005;3;22;24;39.0000;25.0000;77.3333;11.0000;73.0000;
2005;3;23;1;40.0000;26.0000;79.8667;12.0000;63.0000;
2005;3;23;2;35.0000;23.0000;70.2667;-999;63.0000;
2005;3;23;3;-999;-999;-999;11.0000;63.0000;
2005;3;23;4;35.0000;21.0000;67.2000;11.0000;63.0000;
2005;3;23;5;32.0000;22.0000;65.7333;11.0000;63.0000;
2005;3;23;6;33.0000;19.0000;62.1333;12.0000;63.0000;
2005;3;23;7;38.0000;25.0000;76.3333;11.0000;63.0000;
2005;3;23;8;32.0000;20.0000;62.6667;12.0000;63.0000;
2005;3;23;9;34.0000;20.0000;64.6667;12.0000;63.0000;
2005;3;23;10;32.0000;20.0000;62.6667;13.0000;63.0000;
2005;3;23;11;31.0000;23.0000;66.2667;14.0000;63.0000;
2005;3;23;12;30.0000;21.0000;62.2000;13.0000;63.0000;
2005;3;23;13;38.0000;27.0000;79.4000;13.0000;63.0000;
2005;3;23;14;32.0000;20.0000;62.6667;15.0000;63.0000;
2005;3;23;15;31.0000;18.0000;58.6000;13.0000;63.0000;
2005;3;23;16;26.0000;13.0000;45.9333;12.0000;63.0000;
2005;3;23;17;26.0000;12.0000;44.4000;14.0000;63.0000;
2005;3;23;18;27.0000;11.0000;43.8667;12.0000;63.0000;
2005;3;23;19;30.0000;13.0000;49.9333;13.0000;63.0000;
2005;3;23;20;30.0000;13.0000;49.9333;10.0000;63.0000;
2005;3;23;21;26.0000;12.0000;44.4000;11.0000;63.0000;
2005;3;23;22;25.0000;12.0000;43.4000;10.0000;63.0000;
2005;3;23;23;27.0000;13.0000;46.9333;10.0000;63.0000;
2005;3;23;24;30.0000;15.0000;53.0000;10.0000;63.0000;
2005;3;24;1;33.0000;17.0000;59.0667;10.0000;64.0000;
2005;3;24;2;28.0000;14.0000;49.4667;-999;64.0000;
2005;3;24;3;-999;-999;-999;11.0000;64.0000;
2005;3;24;4;33.0000;15.0000;56.0000;12.0000;64.0000;
2005;3;24;5;33.0000;18.0000;60.6000;12.0000;64.0000;
2005;3;24;6;37.0000;20.0000;67.6667;12.0000;64.0000;
2005;3;24;7;38.0000;22.0000;71.7333;11.0000;64.0000;
2005;3;24;8;35.0000;22.0000;68.7333;12.0000;64.0000;
2005;3;24;9;36.0000;23.0000;71.2667;12.0000;64.0000;
2005;3;24;10;22.0000;12.0000;40.4000;12.0000;64.0000;
2005;3;24;11;23.0000;12.0000;41.4000;12.0000;64.0000;
2005;3;24;12;23.0000;12.0000;41.4000;11.0000;64.0000;
2005;3;24;13;22.0000;11.0000;38.8667;12.0000;64.0000;
2005;3;24;14;23.0000;13.0000;42.9333;10.0000;64.0000;
2005;3;24;15;26.0000;14.0000;47.4667;11.0000;64.0000;
2005;3;24;16;25.0000;13.0000;44.9333;12.0000;64.0000;
2005;3;24;17;25.0000;13.0000;44.9333;11.0000;64.0000;
2005;3;24;18;30.0000;14.0000;51.4667;11.0000;64.0000;
2005;3;24;19;30.0000;13.0000;49.9333;12.0000;64.0000;
2005;3;24;20;30.0000;13.0000;49.9333;11.0000;64.0000;
2005;3;24;21;33.0000;18.0000;60.6000;11.0000;64.0000;
2005;3;24;22;31.0000;17.0000;57.0667;10.0000;64.0000;
2005;3;24;23;28.0000;15.0000;51.0000;12.0000;64.0000;
2005;3;24;24;27.0000;16.0000;51.5333;11.0000;64.0000;
2005;3;25;1;24.0000;13.0000;43.9333;10.0000;88.0000;
2005;3;25;2;18.0000;10.0000;33.3333;-999;88.0000;
2005;3;25;3;-999;-999;-999;11.0000;88.0000;
2005;3;25;4;21.0000;10.0000;36.3333;10.0000;88.0000;
2005;3;25;5;21.0000;11.0000;37.8667;10.0000;88.0000;
2005;3;25;6;27.0000;14.0000;48.4667;11.0000;88.0000;
2005;3;25;7;30.0000;16.0000;54.5333;11.0000;88.0000;
2005;3;25;8;29.0000;17.0000;55.0667;12.0000;88.0000;
2005;3;25;9;22.0000;13.0000;41.9333;12.0000;88.0000;
2005;3;25;10;25.0000;15.0000;48.0000;13.0000;88.0000;
2005;3;25;11;22.0000;12.0000;40.4000;12.0000;88.0000;
2005;3;25;12;20.0000;11.0000;36.8667;12.0000;88.0000;
2005;3;25;13;21.0000;10.0000;36.3333;2.00000;88.0000;
2005;3;25;14;26.0000;14.0000;47.4667;1.00000;88.0000;
2005;3;25;15;25.0000;14.0000;46.4667;1.00000;88.0000;
2005;3;25;16;25.0000;12.0000;43.4000;1.00000;88.0000;
2005;3;25;17;25.0000;12.0000;43.4000;0.000000;88.0000;
2005;3;25;18;27.0000;11.0000;43.8667;0.000000;88.0000;
2005;3;25;19;33.0000;12.0000;51.4000;1.00000;88.0000;
2005;3;25;20;56.0000;27.0000;97.4000;0.000000;88.0000;
2005;3;25;21;55.0000;46.0000;125.533;1.00000;88.0000;
2005;3;25;22;27.0000;12.0000;45.4000;0.000000;88.0000;
2005;3;25;23;25.0000;11.0000;41.8667;1.00000;88.0000;
2005;3;25;24;26.0000;13.0000;45.9333;1.00000;88.0000;
2005;3;26;1;29.0000;17.0000;55.0667;1.00000;43.0000;
2005;3;26;2;27.0000;15.0000;50.0000;-999;43.0000;
2005;3;26;3;-999;-999;-999;2.00000;43.0000;
2005;3;26;4;24.0000;13.0000;43.9333;2.00000;43.0000;
2005;3;26;5;22.0000;12.0000;40.4000;3.00000;43.0000;
2005;3;26;6;19.0000;11.0000;35.8667;2.00000;43.0000;
2005;3;26;7;20.0000;11.0000;36.8667;2.00000;43.0000;
2005;3;26;8;18.0000;10.0000;33.3333;2.00000;43.0000;
2005;3;26;9;19.0000;11.0000;35.8667;2.00000;43.0000;
2005;3;26;10;18.0000;10.0000;33.3333;2.00000;43.0000;
2005;3;26;11;20.0000;10.0000;35.3333;2.00000;43.0000;
2005;3;26;12;19.0000;10.0000;34.3333;2.00000;43.0000;
2005;3;26;13;18.0000;10.0000;33.3333;2.00000;43.0000;
2005;3;26;14;19.0000;10.0000;34.3333;1.00000;43.0000;
2005;3;26;15;18.0000;10.0000;33.3333;2.00000;43.0000;
2005;3;26;16;17.0000;9.00000;30.8000;2.00000;43.0000;
2005;3;26;17;19.0000;10.0000;34.3333;1.00000;43.0000;
2005;3;26;18;22.0000;11.0000;38.8667;1.00000;43.0000;
2005;3;26;19;26.0000;11.0000;42.8667;3.00000;43.0000;
2005;3;26;20;23.0000;10.0000;38.3333;2.00000;43.0000;
2005;3;26;21;25.0000;12.0000;43.4000;1.00000;43.0000;
2005;3;26;22;25.0000;13.0000;44.9333;1.00000;43.0000;
2005;3;26;23;23.0000;12.0000;41.4000;1.00000;43.0000;
2005;3;26;24;20.0000;10.0000;35.3333;1.00000;43.0000;
2005;3;27;1;19.0000;9.00000;32.8000;1.00000;37.0000;
2005;3;27;2;17.0000;9.00000;30.8000;-999;37.0000;
2005;3;27;3;-999;-999;-999;2.00000;37.0000;
2005;3;27;4;19.0000;10.0000;34.3333;2.00000;37.0000;
2005;3;27;5;19.0000;9.00000;32.8000;2.00000;37.0000;
2005;3;27;6;17.0000;8.00000;29.2667;2.00000;37.0000;
2005;3;27;7;17.0000;8.00000;29.2667;1.00000;37.0000;
2005;3;27;8;16.0000;8.00000;28.2667;2.00000;37.0000;
2005;3;27;9;18.0000;8.00000;30.2667;1.00000;37.0000;
2005;3;27;10;19.0000;9.00000;32.8000;2.00000;37.0000;
2005;3;27;11;22.0000;11.0000;38.8667;2.00000;37.0000;
2005;3;27;12;21.0000;10.0000;36.3333;2.00000;37.0000;
2005;3;27;13;17.0000;8.00000;29.2667;2.00000;37.0000;
2005;3;27;14;20.0000;10.0000;35.3333;2.00000;37.0000;
2005;3;27;15;16.0000;8.00000;28.2667;2.00000;37.0000;
2005;3;27;16;16.0000;8.00000;28.2667;2.00000;37.0000;
2005;3;27;17;16.0000;8.00000;28.2667;2.00000;37.0000;
2005;3;27;18;17.0000;9.00000;30.8000;1.00000;37.0000;
2005;3;27;19;18.0000;9.00000;31.8000;1.00000;37.0000;
2005;3;27;20;22.0000;14.0000;43.4667;2.00000;37.0000;
2005;3;27;21;24.0000;13.0000;43.9333;2.00000;37.0000;
2005;3;27;22;25.0000;13.0000;44.9333;2.00000;37.0000;
2005;3;27;23;25.0000;12.0000;43.4000;2.00000;37.0000;
2005;3;27;24;23.0000;11.0000;39.8667;2.00000;37.0000;
