year;month;day;hour;NO;NOx;O3;PM10;
2005;3;12;21;0.000000;8.00000;56.0000;24.7000;
2005;3;12;22;0.000000;8.00000;44.0000;24.7000;
2005;3;12;23;0.000000;10.0000;40.0000;24.7000;
2005;3;12;24;0.000000;11.0000;38.0000;24.7000;
2005;3;13;1;0.000000;10.0000;46.0000;32.5000;
2005;3;13;2;1.00000;15.0000;34.0000;32.5000;
2005;3;13;3;0.000000;11.0000;34.0000;32.5000;
2005;3;13;4;0.000000;13.0000;28.0000;32.5000;
2005;3;13;5;0.000000;19.0000;12.0000;32.5000;
2005;3;13;6;4.00000;31.0000;6.00000;32.5000;
2005;3;13;7;11.0000;40.0000;6.00000;32.5000;
2005;3;13;8;16.0000;54.0000;12.0000;32.5000;
2005;3;13;9;9.00000;42.0000;32.0000;32.5000;
2005;3;13;10;5.00000;31.0000;54.0000;32.5000;
2005;3;13;11;1.00000;17.0000;80.0000;32.5000;
2005;3;13;12;0.000000;8.00000;96.0000;32.5000;
2005;3;13;13;1.00000;13.0000;102.000;32.5000;
2005;3;13;14;0.000000;10.0000;104.000;32.5000;
2005;3;13;15;0.000000;10.0000;104.000;32.5000;
2005;3;13;16;0.000000;8.00000;104.000;32.5000;
2005;3;13;17;0.000000;8.00000;104.000;32.5000;
2005;3;13;18;1.00000;23.0000;76.0000;32.5000;
2005;3;13;19;2.00000;31.0000;42.0000;32.5000;
2005;3;13;20;4.00000;34.0000;36.0000;32.5000;
2005;3;13;21;10.0000;48.0000;26.0000;32.5000;
2005;3;13;22;0.000000;25.0000;24.0000;32.5000;
2005;3;13;23;0.000000;23.0000;28.0000;32.5000;
2005;3;13;24;0.000000;19.0000;24.0000;32.5000;
2005;3;14;1;0.000000;15.0000;28.0000;27.3000;
2005;3;14;2;0.000000;11.0000;28.0000;27.3000;
2005;3;14;3;1.00000;15.0000;34.0000;27.3000;
2005;3;14;4;0.000000;6.00000;52.0000;27.3000;
2005;3;14;5;0.000000;10.0000;54.0000;27.3000;
2005;3;14;6;0.000000;10.0000;48.0000;27.3000;
2005;3;14;7;0.000000;10.0000;50.0000;27.3000;
2005;3;14;8;0.000000;15.0000;50.0000;27.3000;
2005;3;14;9;1.00000;13.0000;58.0000;27.3000;
2005;3;14;10;1.00000;15.0000;62.0000;27.3000;
2005;3;14;11;1.00000;17.0000;62.0000;27.3000;
2005;3;14;12;1.00000;15.0000;72.0000;27.3000;
2005;3;14;13;1.00000;15.0000;74.0000;27.3000;
2005;3;14;14;1.00000;15.0000;80.0000;27.3000;
2005;3;14;15;0.000000;15.0000;88.0000;27.3000;
2005;3;14;16;1.00000;19.0000;96.0000;27.3000;
2005;3;14;17;0.000000;13.0000;96.0000;27.3000;
2005;3;14;18;1.00000;21.0000;66.0000;27.3000;
2005;3;14;19;0.000000;23.0000;40.0000;27.3000;
2005;3;14;20;1.00000;29.0000;30.0000;27.3000;
2005;3;14;21;0.000000;21.0000;36.0000;27.3000;
2005;3;14;22;0.000000;19.0000;30.0000;27.3000;
2005;3;14;23;1.00000;29.0000;28.0000;27.3000;
2005;3;14;24;9.00000;36.0000;10.0000;27.3000;
2005;3;15;1;-999;-999;10.0000;31.2000;
2005;3;15;2;-999;-999;6.00000;31.2000;
2005;3;15;3;9.00000;31.0000;6.00000;31.2000;
2005;3;15;4;15.0000;44.0000;6.00000;31.2000;
2005;3;15;5;7.00000;33.0000;6.00000;31.2000;
2005;3;15;6;5.00000;31.0000;6.00000;31.2000;
2005;3;15;7;16.0000;52.0000;6.00000;31.2000;
2005;3;15;8;14.0000;48.0000;12.0000;31.2000;
2005;3;15;9;4.00000;29.0000;36.0000;31.2000;
2005;3;15;10;4.00000;27.0000;40.0000;31.2000;
2005;3;15;11;5.00000;29.0000;48.0000;31.2000;
2005;3;15;12;4.00000;29.0000;58.0000;31.2000;
2005;3;15;13;1.00000;21.0000;88.0000;31.2000;
2005;3;15;14;0.000000;15.0000;106.000;31.2000;
2005;3;15;15;0.000000;11.0000;116.000;31.2000;
2005;3;15;16;0.000000;13.0000;110.000;31.2000;
2005;3;15;17;0.000000;15.0000;100.000;31.2000;
2005;3;15;18;0.000000;19.0000;72.0000;31.2000;
2005;3;15;19;1.00000;27.0000;38.0000;31.2000;
2005;3;15;20;4.00000;38.0000;28.0000;31.2000;
2005;3;15;21;1.00000;29.0000;14.0000;31.2000;
2005;3;15;22;11.0000;44.0000;8.00000;31.2000;
2005;3;15;23;17.0000;46.0000;6.00000;31.2000;
2005;3;15;24;20.0000;63.0000;6.00000;31.2000;
2005;3;16;1;16.0000;46.0000;6.00000;31.2000;
2005;3;16;2;14.0000;42.0000;6.00000;31.2000;
2005;3;16;3;5.00000;27.0000;8.00000;31.2000;
2005;3;16;4;9.00000;38.0000;8.00000;31.2000;
2005;3;16;5;2.00000;25.0000;4.00000;31.2000;
2005;3;16;6;1.00000;21.0000;8.00000;31.2000;
2005;3;16;7;2.00000;25.0000;10.0000;31.2000;
2005;3;16;8;7.00000;31.0000;16.0000;31.2000;
2005;3;16;9;10.0000;38.0000;20.0000;31.2000;
2005;3;16;10;7.00000;38.0000;44.0000;31.2000;
2005;3;16;11;2.00000;27.0000;84.0000;31.2000;
2005;3;16;12;0.000000;15.0000;104.000;31.2000;
2005;3;16;13;0.000000;13.0000;112.000;31.2000;
2005;3;16;14;0.000000;13.0000;118.000;31.2000;
2005;3;16;15;0.000000;15.0000;122.000;31.2000;
2005;3;16;16;1.00000;19.0000;122.000;31.2000;
2005;3;16;17;1.00000;17.0000;116.000;31.2000;
2005;3;16;18;0.000000;19.0000;92.0000;31.2000;
2005;3;16;19;0.000000;25.0000;68.0000;31.2000;
2005;3;16;20;0.000000;19.0000;70.0000;31.2000;
2005;3;16;21;1.00000;19.0000;60.0000;31.2000;
2005;3;16;22;-999;-999;28.0000;31.2000;
2005;3;16;23;0.000000;27.0000;24.0000;31.2000;
2005;3;16;24;1.00000;31.0000;26.0000;31.2000;
2005;3;17;1;6.00000;46.0000;12.0000;42.9000;
2005;3;17;2;9.00000;48.0000;12.0000;42.9000;
2005;3;17;3;17.0000;63.0000;6.00000;42.9000;
2005;3;17;4;5.00000;34.0000;8.00000;42.9000;
2005;3;17;5;2.00000;31.0000;16.0000;42.9000;
2005;3;17;6;21.0000;54.0000;6.00000;42.9000;
2005;3;17;7;29.0000;73.0000;2.00000;42.9000;
2005;3;17;8;12.0000;42.0000;18.0000;42.9000;
2005;3;17;9;9.00000;44.0000;28.0000;42.9000;
2005;3;17;10;11.0000;65.0000;34.0000;42.9000;
2005;3;17;11;11.0000;67.0000;46.0000;42.9000;
2005;3;17;12;6.00000;57.0000;66.0000;42.9000;
2005;3;17;13;2.00000;42.0000;98.0000;42.9000;
2005;3;17;14;1.00000;34.0000;118.000;42.9000;
2005;3;17;15;0.000000;25.0000;134.000;42.9000;
2005;3;17;16;1.00000;27.0000;122.000;42.9000;
2005;3;17;17;1.00000;31.0000;102.000;42.9000;
2005;3;17;18;0.000000;25.0000;92.0000;42.9000;
2005;3;17;19;1.00000;27.0000;66.0000;42.9000;
2005;3;17;20;1.00000;36.0000;40.0000;42.9000;
2005;3;17;21;4.00000;42.0000;24.0000;42.9000;
2005;3;17;22;4.00000;42.0000;18.0000;42.9000;
2005;3;17;23;1.00000;23.0000;16.0000;42.9000;
2005;3;17;24;0.000000;21.0000;22.0000;42.9000;
2005;3;18;1;6.00000;44.0000;16.0000;36.4000;
2005;3;18;2;6.00000;40.0000;10.0000;36.4000;
2005;3;18;3;4.00000;25.0000;10.0000;36.4000;
2005;3;18;4;1.00000;25.0000;22.0000;36.4000;
2005;3;18;5;0.000000;19.0000;18.0000;36.4000;
2005;3;18;6;0.000000;17.0000;20.0000;36.4000;
2005;3;18;7;0.000000;15.0000;36.0000;36.4000;
2005;3;18;8;0.000000;13.0000;56.0000;36.4000;
2005;3;18;9;0.000000;19.0000;56.0000;36.4000;
2005;3;18;10;2.00000;27.0000;52.0000;36.4000;
2005;3;18;11;2.00000;29.0000;62.0000;36.4000;
2005;3;18;12;1.00000;25.0000;84.0000;36.4000;
2005;3;18;13;0.000000;17.0000;118.000;36.4000;
2005;3;18;14;0.000000;19.0000;140.000;36.4000;
2005;3;18;15;0.000000;21.0000;138.000;36.4000;
2005;3;18;16;0.000000;25.0000;132.000;36.4000;
2005;3;18;17;0.000000;23.0000;118.000;36.4000;
2005;3;18;18;0.000000;25.0000;78.0000;36.4000;
2005;3;18;19;0.000000;21.0000;74.0000;36.4000;
2005;3;18;20;0.000000;25.0000;52.0000;36.4000;
2005;3;18;21;4.00000;42.0000;34.0000;36.4000;
2005;3;18;22;1.00000;36.0000;32.0000;36.4000;
2005;3;18;23;0.000000;21.0000;50.0000;36.4000;
2005;3;18;24;2.00000;29.0000;40.0000;36.4000;
2005;3;19;1;2.00000;34.0000;28.0000;49.4000;
2005;3;19;2;2.00000;36.0000;24.0000;49.4000;
2005;3;19;3;1.00000;38.0000;24.0000;49.4000;
2005;3;19;4;4.00000;25.0000;10.0000;49.4000;
2005;3;19;5;2.00000;31.0000;16.0000;49.4000;
2005;3;19;6;2.00000;25.0000;6.00000;49.4000;
2005;3;19;7;5.00000;25.0000;8.00000;49.4000;
2005;3;19;8;10.0000;40.0000;18.0000;49.4000;
2005;3;19;9;6.00000;38.0000;38.0000;49.4000;
2005;3;19;10;2.00000;27.0000;68.0000;49.4000;
2005;3;19;11;1.00000;25.0000;90.0000;49.4000;
2005;3;19;12;1.00000;27.0000;100.000;49.4000;
2005;3;19;13;1.00000;31.0000;106.000;49.4000;
2005;3;19;14;1.00000;33.0000;104.000;49.4000;
2005;3;19;15;1.00000;33.0000;106.000;49.4000;
2005;3;19;16;0.000000;33.0000;108.000;49.4000;
2005;3;19;17;0.000000;33.0000;108.000;49.4000;
2005;3;19;18;1.00000;33.0000;92.0000;49.4000;
2005;3;19;19;2.00000;48.0000;64.0000;49.4000;
2005;3;19;20;2.00000;46.0000;40.0000;49.4000;
2005;3;19;21;5.00000;59.0000;34.0000;49.4000;
2005;3;19;22;4.00000;44.0000;22.0000;49.4000;
2005;3;19;23;0.000000;19.0000;32.0000;49.4000;
2005;3;19;24;1.00000;23.0000;40.0000;49.4000;
2005;3;20;1;1.00000;31.0000;30.0000;18.2000;
2005;3;20;2;1.00000;21.0000;30.0000;18.2000;
2005;3;20;3;1.00000;21.0000;30.0000;18.2000;
2005;3;20;4;1.00000;13.0000;28.0000;18.2000;
2005;3;20;5;1.00000;17.0000;22.0000;18.2000;
2005;3;20;6;0.000000;11.0000;22.0000;18.2000;
2005;3;20;7;1.00000;19.0000;16.0000;18.2000;
2005;3;20;8;1.00000;13.0000;38.0000;18.2000;
2005;3;20;9;0.000000;11.0000;60.0000;18.2000;
2005;3;20;10;1.00000;15.0000;68.0000;18.2000;
2005;3;20;11;1.00000;15.0000;84.0000;18.2000;
2005;3;20;12;0.000000;11.0000;94.0000;18.2000;
2005;3;20;13;0.000000;10.0000;100.000;18.2000;
2005;3;20;14;0.000000;10.0000;100.000;18.2000;
2005;3;20;15;0.000000;11.0000;100.000;18.2000;
2005;3;20;16;0.000000;10.0000;100.000;18.2000;
2005;3;20;17;0.000000;8.00000;94.0000;18.2000;
2005;3;20;18;0.000000;10.0000;82.0000;18.2000;
2005;3;20;19;0.000000;11.0000;52.0000;18.2000;
2005;3;20;20;1.00000;21.0000;52.0000;18.2000;
2005;3;20;21;4.00000;40.0000;38.0000;18.2000;
2005;3;20;22;1.00000;29.0000;12.0000;18.2000;
2005;3;20;23;1.00000;27.0000;18.0000;18.2000;
2005;3;20;24;1.00000;27.0000;24.0000;18.2000;
2005;3;21;1;1.00000;25.0000;12.0000;31.2000;
2005;3;21;2;-999;-999;18.0000;31.2000;
2005;3;21;3;0.000000;17.0000;34.0000;31.2000;
2005;3;21;4;0.000000;13.0000;44.0000;31.2000;
2005;3;21;5;0.000000;13.0000;40.0000;31.2000;
2005;3;21;6;0.000000;11.0000;38.0000;31.2000;
2005;3;21;7;0.000000;13.0000;38.0000;31.2000;
2005;3;21;8;0.000000;15.0000;48.0000;31.2000;
2005;3;21;9;0.000000;15.0000;58.0000;31.2000;
2005;3;21;10;0.000000;19.0000;56.0000;31.2000;
2005;3;21;11;1.00000;27.0000;52.0000;31.2000;
2005;3;21;12;2.00000;31.0000;50.0000;31.2000;
2005;3;21;13;2.00000;31.0000;56.0000;31.2000;
2005;3;21;14;1.00000;19.0000;70.0000;31.2000;
2005;3;21;15;1.00000;21.0000;74.0000;31.2000;
2005;3;21;16;1.00000;25.0000;78.0000;31.2000;
2005;3;21;17;1.00000;33.0000;70.0000;31.2000;
2005;3;21;18;0.000000;25.0000;46.0000;31.2000;
2005;3;21;19;4.00000;55.0000;22.0000;31.2000;
2005;3;21;20;2.00000;36.0000;20.0000;31.2000;
2005;3;21;21;0.000000;29.0000;24.0000;31.2000;
2005;3;21;22;0.000000;23.0000;26.0000;31.2000;
2005;3;21;23;0.000000;23.0000;18.0000;31.2000;
2005;3;21;24;1.00000;25.0000;10.0000;31.2000;
2005;3;22;1;7.00000;55.0000;8.00000;37.7000;
2005;3;22;2;9.00000;44.0000;6.00000;37.7000;
2005;3;22;3;9.00000;55.0000;6.00000;37.7000;
2005;3;22;4;1.00000;23.0000;10.0000;37.7000;
2005;3;22;5;0.000000;21.0000;12.0000;37.7000;
2005;3;22;6;1.00000;23.0000;8.00000;37.7000;
2005;3;22;7;6.00000;42.0000;8.00000;37.7000;
2005;3;22;8;6.00000;33.0000;14.0000;37.7000;
2005;3;22;9;2.00000;21.0000;34.0000;37.7000;
2005;3;22;10;1.00000;19.0000;46.0000;37.7000;
2005;3;22;11;2.00000;21.0000;52.0000;37.7000;
2005;3;22;12;4.00000;34.0000;56.0000;37.7000;
2005;3;22;13;4.00000;36.0000;64.0000;37.7000;
2005;3;22;14;1.00000;27.0000;80.0000;37.7000;
2005;3;22;15;1.00000;19.0000;82.0000;37.7000;
2005;3;22;16;1.00000;23.0000;86.0000;37.7000;
2005;3;22;17;0.000000;19.0000;82.0000;37.7000;
2005;3;22;18;1.00000;25.0000;62.0000;37.7000;
2005;3;22;19;0.000000;27.0000;44.0000;37.7000;
2005;3;22;20;1.00000;23.0000;54.0000;37.7000;
2005;3;22;21;0.000000;27.0000;30.0000;37.7000;
2005;3;22;22;0.000000;27.0000;28.0000;37.7000;
2005;3;22;23;0.000000;25.0000;32.0000;37.7000;
2005;3;22;24;0.000000;21.0000;34.0000;37.7000;
2005;3;23;1;1.00000;25.0000;26.0000;31.2000;
2005;3;23;2;1.00000;25.0000;18.0000;31.2000;
2005;3;23;3;0.000000;19.0000;18.0000;31.2000;
2005;3;23;4;7.00000;63.0000;16.0000;31.2000;
2005;3;23;5;4.00000;34.0000;10.0000;31.2000;
2005;3;23;6;4.00000;36.0000;16.0000;31.2000;
2005;3;23;7;4.00000;36.0000;24.0000;31.2000;
2005;3;23;8;2.00000;25.0000;48.0000;31.2000;
2005;3;23;9;2.00000;23.0000;56.0000;31.2000;
2005;3;23;10;2.00000;29.0000;66.0000;31.2000;
2005;3;23;11;1.00000;25.0000;84.0000;31.2000;
2005;3;23;12;1.00000;21.0000;100.000;31.2000;
2005;3;23;13;1.00000;21.0000;108.000;31.2000;
2005;3;23;14;1.00000;13.0000;112.000;31.2000;
2005;3;23;15;1.00000;17.0000;114.000;31.2000;
2005;3;23;16;1.00000;13.0000;104.000;31.2000;
2005;3;23;17;1.00000;25.0000;98.0000;31.2000;
2005;3;23;18;0.000000;13.0000;82.0000;31.2000;
2005;3;23;19;2.00000;34.0000;72.0000;31.2000;
2005;3;23;20;1.00000;23.0000;54.0000;31.2000;
2005;3;23;21;0.000000;13.0000;58.0000;31.2000;
2005;3;23;22;0.000000;11.0000;40.0000;31.2000;
2005;3;23;23;0.000000;13.0000;26.0000;31.2000;
2005;3;23;24;0.000000;11.0000;28.0000;31.2000;
2005;3;24;1;0.000000;11.0000;34.0000;36.4000;
2005;3;24;2;0.000000;10.0000;48.0000;36.4000;
2005;3;24;3;0.000000;10.0000;50.0000;36.4000;
2005;3;24;4;1.00000;27.0000;46.0000;36.4000;
2005;3;24;5;0.000000;10.0000;50.0000;36.4000;
2005;3;24;6;0.000000;10.0000;48.0000;36.4000;
2005;3;24;7;0.000000;10.0000;50.0000;36.4000;
2005;3;24;8;0.000000;11.0000;62.0000;36.4000;
2005;3;24;9;0.000000;17.0000;60.0000;36.4000;
2005;3;24;10;0.000000;13.0000;82.0000;36.4000;
2005;3;24;11;-999;-999;84.0000;36.4000;
2005;3;24;12;0.000000;17.0000;82.0000;36.4000;
2005;3;24;13;2.00000;31.0000;82.0000;36.4000;
2005;3;24;14;0.000000;19.0000;96.0000;36.4000;
2005;3;24;15;1.00000;23.0000;94.0000;36.4000;
2005;3;24;16;0.000000;15.0000;88.0000;36.4000;
2005;3;24;17;0.000000;15.0000;90.0000;36.4000;
2005;3;24;18;0.000000;13.0000;86.0000;36.4000;
2005;3;24;19;1.00000;27.0000;66.0000;36.4000;
2005;3;24;20;1.00000;27.0000;56.0000;36.4000;
2005;3;24;21;4.00000;40.0000;44.0000;36.4000;
2005;3;24;22;4.00000;40.0000;56.0000;36.4000;
2005;3;24;23;1.00000;21.0000;66.0000;36.4000;
2005;3;24;24;2.00000;33.0000;54.0000;36.4000;
2005;3;25;1;1.00000;21.0000;56.0000;27.3000;
2005;3;25;2;0.000000;8.00000;70.0000;27.3000;
2005;3;25;3;0.000000;8.00000;72.0000;27.3000;
2005;3;25;4;0.000000;2.00000;66.0000;27.3000;
2005;3;25;5;0.000000;2.00000;62.0000;27.3000;
2005;3;25;6;0.000000;2.00000;58.0000;27.3000;
2005;3;25;7;0.000000;4.00000;54.0000;27.3000;
2005;3;25;8;0.000000;4.00000;54.0000;27.3000;
2005;3;25;9;0.000000;4.00000;66.0000;27.3000;
2005;3;25;10;0.000000;6.00000;66.0000;27.3000;
2005;3;25;11;0.000000;10.0000;58.0000;27.3000;
2005;3;25;12;0.000000;8.00000;74.0000;27.3000;
2005;3;25;13;0.000000;8.00000;88.0000;27.3000;
2005;3;25;14;0.000000;10.0000;80.0000;27.3000;
2005;3;25;15;0.000000;13.0000;82.0000;27.3000;
2005;3;25;16;0.000000;13.0000;76.0000;27.3000;
2005;3;25;17;0.000000;11.0000;82.0000;27.3000;
2005;3;25;18;0.000000;15.0000;66.0000;27.3000;
2005;3;25;19;0.000000;13.0000;56.0000;27.3000;
2005;3;25;20;0.000000;13.0000;46.0000;27.3000;
2005;3;25;21;1.00000;23.0000;34.0000;27.3000;
2005;3;25;22;2.00000;27.0000;30.0000;27.3000;
2005;3;25;23;1.00000;21.0000;26.0000;27.3000;
2005;3;25;24;1.00000;21.0000;38.0000;27.3000;
2005;3;26;1;1.00000;25.0000;34.0000;26.0000;
2005;3;26;2;1.00000;21.0000;42.0000;26.0000;
2005;3;26;3;0.000000;8.00000;52.0000;26.0000;
2005;3;26;4;1.00000;17.0000;60.0000;26.0000;
2005;3;26;5;2.00000;31.0000;70.0000;26.0000;
2005;3;26;6;0.000000;8.00000;80.0000;26.0000;
2005;3;26;7;0.000000;11.0000;68.0000;26.0000;
2005;3;26;8;0.000000;8.00000;66.0000;26.0000;
2005;3;26;9;2.00000;25.0000;68.0000;26.0000;
2005;3;26;10;2.00000;29.0000;70.0000;26.0000;
2005;3;26;11;1.00000;21.0000;74.0000;26.0000;
2005;3;26;12;1.00000;23.0000;76.0000;26.0000;
2005;3;26;13;0.000000;8.00000;74.0000;26.0000;
2005;3;26;14;0.000000;8.00000;76.0000;26.0000;
2005;3;26;15;0.000000;10.0000;78.0000;26.0000;
2005;3;26;16;1.00000;17.0000;76.0000;26.0000;
2005;3;26;17;1.00000;23.0000;68.0000;26.0000;
2005;3;26;18;1.00000;25.0000;66.0000;26.0000;
2005;3;26;19;0.000000;10.0000;66.0000;26.0000;
2005;3;26;20;0.000000;8.00000;70.0000;26.0000;
2005;3;26;21;0.000000;8.00000;62.0000;26.0000;
2005;3;26;22;0.000000;10.0000;60.0000;26.0000;
2005;3;26;23;0.000000;10.0000;70.0000;26.0000;
2005;3;26;24;1.00000;23.0000;56.0000;26.0000;
2005;3;27;1;0.000000;8.00000;64.0000;23.4000;
2005;3;27;2;0.000000;8.00000;68.0000;23.4000;
2005;3;27;3;0.000000;8.00000;62.0000;23.4000;
2005;3;27;4;-999;-999;60.0000;23.4000;
2005;3;27;5;1.00000;11.0000;52.0000;23.4000;
2005;3;27;6;0.000000;8.00000;56.0000;23.4000;
2005;3;27;7;0.000000;6.00000;64.0000;23.4000;
2005;3;27;8;0.000000;11.0000;58.0000;23.4000;
2005;3;27;9;4.00000;31.0000;66.0000;23.4000;
2005;3;27;10;2.00000;29.0000;64.0000;23.4000;
2005;3;27;11;1.00000;13.0000;62.0000;23.4000;
2005;3;27;12;1.00000;13.0000;60.0000;23.4000;
2005;3;27;13;1.00000;13.0000;50.0000;23.4000;
2005;3;27;14;4.00000;31.0000;50.0000;23.4000;
2005;3;27;15;2.00000;23.0000;54.0000;23.4000;
2005;3;27;16;2.00000;21.0000;54.0000;23.4000;
2005;3;27;17;1.00000;17.0000;54.0000;23.4000;
2005;3;27;18;2.00000;25.0000;50.0000;23.4000;
2005;3;27;19;1.00000;19.0000;34.0000;23.4000;
2005;3;27;20;0.000000;17.0000;26.0000;23.4000;
2005;3;27;21;0.000000;15.0000;30.0000;23.4000;
2005;3;27;22;0.000000;15.0000;30.0000;23.4000;
2005;3;27;23;0.000000;13.0000;38.0000;23.4000;
2005;3;27;24;0.000000;19.0000;22.0000;23.4000;
2005;3;28;1;0.000000;21.0000;24.0000;16.9000;
2005;3;28;2;0.000000;15.0000;30.0000;16.9000;
2005;3;28;3;0.000000;13.0000;38.0000;16.9000;
2005;3;28;4;0.000000;13.0000;36.0000;16.9000;
2005;3;28;5;1.00000;15.0000;28.0000;16.9000;
2005;3;28;6;4.00000;31.0000;14.0000;16.9000;
2005;3;28;7;6.00000;25.0000;10.0000;16.9000;
2005;3;28;8;4.00000;17.0000;20.0000;16.9000;
2005;3;28;9;2.00000;15.0000;34.0000;16.9000;
2005;3;28;10;4.00000;19.0000;38.0000;16.9000;
2005;3;28;11;2.00000;17.0000;52.0000;16.9000;
2005;3;28;12;1.00000;15.0000;64.0000;16.9000;
2005;3;28;13;1.00000;15.0000;74.0000;16.9000;
2005;3;28;14;1.00000;13.0000;78.0000;16.9000;
2005;3;28;15;1.00000;11.0000;84.0000;16.9000;
2005;3;28;16;0.000000;11.0000;84.0000;16.9000;
2005;3;28;17;1.00000;13.0000;84.0000;16.9000;
2005;3;28;18;1.00000;21.0000;66.0000;16.9000;
2005;3;28;19;5.00000;38.0000;28.0000;16.9000;
2005;3;28;20;6.00000;36.0000;22.0000;16.9000;
2005;3;28;21;5.00000;34.0000;26.0000;16.9000;
2005;3;28;22;4.00000;33.0000;26.0000;16.9000;
2005;3;28;23;4.00000;27.0000;26.0000;16.9000;
2005;3;28;24;4.00000;31.0000;24.0000;16.9000;
2005;3;29;1;5.00000;34.0000;16.0000;15.6000;
2005;3;29;2;6.00000;54.0000;12.0000;15.6000;
2005;3;29;3;5.00000;57.0000;10.0000;15.6000;
2005;3;29;4;7.00000;40.0000;6.00000;15.6000;
2005;3;29;5;4.00000;36.0000;8.00000;15.6000;
2005;3;29;6;6.00000;36.0000;8.00000;15.6000;
2005;3;29;7;7.00000;34.0000;12.0000;15.6000;
2005;3;29;8;7.00000;34.0000;20.0000;15.6000;
2005;3;29;9;10.0000;54.0000;28.0000;15.6000;
2005;3;29;10;5.00000;38.0000;52.0000;15.6000;
2005;3;29;11;2.00000;27.0000;68.0000;15.6000;
2005;3;29;12;2.00000;19.0000;80.0000;15.6000;
2005;3;29;13;1.00000;19.0000;82.0000;15.6000;
2005;3;29;14;1.00000;17.0000;56.0000;15.6000;
2005;3;29;15;2.00000;19.0000;66.0000;15.6000;
2005;3;29;16;1.00000;11.0000;74.0000;15.6000;
2005;3;29;17;1.00000;13.0000;72.0000;15.6000;
2005;3;29;18;1.00000;19.0000;58.0000;15.6000;
2005;3;29;19;1.00000;19.0000;50.0000;15.6000;
2005;3;29;20;1.00000;21.0000;40.0000;15.6000;
2005;3;29;21;0.000000;10.0000;54.0000;15.6000;
2005;3;29;22;1.00000;15.0000;42.0000;15.6000;
2005;3;29;23;1.00000;17.0000;36.0000;15.6000;
2005;3;29;24;1.00000;25.0000;26.0000;15.6000;
2005;3;30;1;5.00000;31.0000;20.0000;18.2000;
2005;3;30;2;0.000000;17.0000;28.0000;18.2000;
2005;3;30;3;1.00000;15.0000;26.0000;18.2000;
2005;3;30;4;0.000000;15.0000;28.0000;18.2000;
2005;3;30;5;7.00000;34.0000;8.00000;18.2000;
2005;3;30;6;11.0000;38.0000;6.00000;18.2000;
2005;3;30;7;30.0000;69.0000;6.00000;18.2000;
2005;3;30;8;20.0000;65.0000;12.0000;18.2000;
2005;3;30;9;15.0000;54.0000;16.0000;18.2000;
2005;3;30;10;11.0000;44.0000;26.0000;18.2000;
2005;3;30;11;5.00000;33.0000;40.0000;18.2000;
2005;3;30;12;2.00000;25.0000;58.0000;18.2000;
2005;3;30;13;1.00000;27.0000;66.0000;18.2000;
2005;3;30;14;1.00000;15.0000;70.0000;18.2000;
2005;3;30;15;1.00000;19.0000;78.0000;18.2000;
2005;3;30;16;1.00000;17.0000;82.0000;18.2000;
2005;3;30;17;1.00000;17.0000;74.0000;18.2000;
2005;3;30;18;0.000000;19.0000;68.0000;18.2000;
2005;3;30;19;1.00000;23.0000;38.0000;18.2000;
2005;3;30;20;4.00000;54.0000;28.0000;18.2000;
2005;3;30;21;2.00000;42.0000;16.0000;18.2000;
2005;3;30;22;2.00000;36.0000;12.0000;18.2000;
2005;3;30;23;4.00000;42.0000;14.0000;18.2000;
2005;3;30;24;7.00000;36.0000;20.0000;18.2000;
2005;3;31;1;1.00000;23.0000;20.0000;22.1000;
2005;3;31;2;1.00000;23.0000;12.0000;22.1000;
2005;3;31;3;0.000000;17.0000;26.0000;22.1000;
2005;3;31;4;0.000000;13.0000;28.0000;22.1000;
2005;3;31;5;0.000000;15.0000;18.0000;22.1000;
2005;3;31;6;1.00000;21.0000;14.0000;22.1000;
2005;3;31;7;5.00000;29.0000;14.0000;22.1000;
2005;3;31;8;5.00000;33.0000;26.0000;22.1000;
2005;3;31;9;4.00000;25.0000;52.0000;22.1000;
2005;3;31;10;2.00000;25.0000;64.0000;22.1000;
2005;3;31;11;1.00000;17.0000;74.0000;22.1000;
2005;3;31;12;0.000000;11.0000;84.0000;22.1000;
2005;3;31;13;0.000000;11.0000;92.0000;22.1000;
2005;3;31;14;1.00000;19.0000;98.0000;22.1000;
2005;3;31;15;1.00000;21.0000;102.000;22.1000;
2005;3;31;16;0.000000;19.0000;100.000;22.1000;
2005;3;31;17;0.000000;10.0000;98.0000;22.1000;
2005;3;31;18;0.000000;11.0000;84.0000;22.1000;
2005;3;31;19;1.00000;29.0000;54.0000;22.1000;
2005;3;31;20;0.000000;21.0000;42.0000;22.1000;
2005;3;31;21;0.000000;10.0000;52.0000;22.1000;
2005;3;31;22;0.000000;11.0000;40.0000;22.1000;
2005;3;31;23;1.00000;27.0000;38.0000;22.1000;
2005;3;31;24;1.00000;27.0000;30.0000;22.1000;
2005;4;1;1;0.000000;13.0000;28.0000;32.5000;
2005;4;1;2;0.000000;11.0000;34.0000;32.5000;
2005;4;1;3;0.000000;11.0000;26.0000;32.5000;
2005;4;1;4;0.000000;11.0000;24.0000;32.5000;
2005;4;1;5;0.000000;13.0000;24.0000;32.5000;
2005;4;1;6;0.000000;15.0000;22.0000;32.5000;
2005;4;1;7;7.00000;33.0000;18.0000;32.5000;
2005;4;1;8;4.00000;27.0000;52.0000;32.5000;
